Date;Heure;Probleme;Name;satisfiedCost;undeliveredCost;travelCost;distanceCost;firstDeliveryCost;maxfirstDelivery;clientWaitingCost;driverUsed;underWorkCost;overTimeCost;Depot;runtime;MAX_OVERTIME;INTRA_ORDER_DELIVERY;INTER_ORDER_DELIVERY;FIRST_DEL_MAX_ARRIVAL;LOCAL_SEARCH;NO_SHIFT_LIMIT;TIME_LIMIT
2023-8-20;3:42:12;cq;20201126;2902.5;68.5;20006.2;18531.2;1049.26;58.1041;0;130;0;0;7;3675737;99999999;10;25;60;1;1;3600000
2023-8-20;3:42:15;cq;20201110;3203;296.5;21295.4;19736.8;758.936;53.915;0;140;0;0;8;3733990;99999999;5;25;60;1;1;3600000
2023-8-20;3:42:17;cq;20201112;3684.5;0;21935.1;20508.6;408.571;51.34;0;141;0;0;8;3617779;99999999;10;25;60;1;1;3600000
2023-8-20;3:42:29;cq;20201118;2995;546;19120.6;17880.4;886.119;59.0267;0;136;0;0;8;3742272;99999999;5;25;60;1;1;3600000
2023-8-20;3:42:30;cq;20201014;3471;0;22071.1;20866.6;496.448;57.4067;0;137;0;0;8;3666710;99999999;10;25;60;1;1;3600000
2023-8-20;3:42:42;cq;20201010;267;0;745.097;523.463;0;0;0;13;0;0;1;3605314;99999999;15;25;60;1;1;3600000
2023-8-20;3:42:45;cq;20201121;226.5;0;1243.55;958.349;0;0;0;13;0;0;1;3610900;99999999;15;25;60;1;1;3600000
2023-8-20;3:42:50;cq;20201031;375;0;1015.38;703.456;0;0;1;15;0;0;2;3610168;99999999;15;25;60;1;1;3600000
2023-8-20;3:42:52;cq;20201114;388;0;1641.98;1327.35;0;0;0;17;0;0;2;3609504;99999999;15;25;60;1;1;3600000
2023-8-20;3:42:57;cq;20201113;3670.5;0;23060.3;21646.7;683.135;59.7117;0;144;0;0;8;3671213;99999999;10;25;60;1;1;3600000
2023-8-20;3:43:0;cq;20201107;333.5;0;753.263;471.468;0;0;0;18;0;0;2;3616590;99999999;15;25;60;1;1;3600000
2023-8-20;3:43:3;cq;20201003;613.5;0;3324.84;3392.27;0;0;0;28;0;0;3;3606701;99999999;15;25;60;1;1;3600000
2023-8-20;3:43:3;cq;20201110;3442.5;57;21327.2;19577.4;913.627;56.969;0;142;0;0;8;3689677;99999999;10;25;60;1;1;3600000
2023-8-20;3:43:14;cq;20201029;3946.5;0;24462.8;22508.7;1156.47;59.0017;0;149;0;0;8;3646578;99999999;10;25;60;1;1;3600000
2023-8-20;3:43:22;cq;20201026;1839.5;0;11980.1;11155.3;0;0;1;108;0;0;8;3603265;99999999;15;25;60;1;1;3600000
2023-8-20;3:43:27;cq;20201021;1160.5;0;5294.57;4769.47;0;0;1;71;0;0;6;3609064;99999999;15;25;60;1;1;3600000
2023-8-20;3:43:28;cq;20201109;1746.5;0;13015.1;11915.6;0;0;2;92;0;0;7;3609321;99999999;15;25;60;1;1;3600000
2023-8-20;3:43:34;cq;20201024;937.5;0;3889.87;3485.63;0;0;0;30;0;0;3;3615446;99999999;15;25;60;1;1;3600000
2023-8-20;3:43:35;cq;20201013;1565;0;9292.42;8687.01;2.09167;2.09167;0;95;0;0;8;3614749;99999999;15;25;60;1;1;3600000
2023-8-20;3:43:42;cq;20201125;2425;0;17800.1;16501.2;161.833;47.0883;0;133;0;0;7;3622618;99999999;15;25;60;1;1;3600000
2023-8-20;3:43:43;cq;20201016;2060;0;10741.3;9869.05;0;0;2;104;0;0;8;3623724;99999999;15;25;60;1;1;3600000
2023-8-20;3:43:46;cq;20201130;2327.5;0;15349.8;13802.5;48.0375;26.4436;0;114;0;0;6;3626991;99999999;15;25;60;1;1;3600000
2023-8-20;3:43:52;cq;20201020;2659;14;15144;14459.5;387.65;59.2283;0;118;0;0;8;3621178;99999999;15;25;60;1;1;3600000
2023-8-20;3:43:55;cq;20201128;776;0;2283.2;1704.79;0;0;0;31;0;0;3;3651340;99999999;15;25;60;1;1;3600000
2023-8-20;3:44:13;cq;20201007;2512.5;0;13752.8;12561.8;0;0;5;126;0;0;8;3653616;99999999;15;25;60;1;1;3600000
2023-8-20;3:44:23;cq;20201123;2595;0;18589.9;17264.7;108.738;57.1783;0;126;0;0;7;3664162;99999999;15;25;60;1;1;3600000
2023-8-20;3:44:29;cq;20201002;2893.5;0;16903.6;15678.3;14.1815;11.6744;0;129;0;0;8;3648319;99999999;15;25;60;1;1;3600000
2023-8-20;3:44:52;cq;20201104;3893.5;60;24296.4;22727.5;1058.22;57.7333;0;148;0;0;8;3740554;99999999;10;25;60;1;1;3600000
2023-8-20;3:44:59;cq;20201006;3739.5;0;23006.2;21502.1;236.142;40.06;0;138;0;0;8;3763168;99999999;10;25;60;1;1;3600000
2023-8-20;3:45:7;cq;20201116;2939.5;0;20333.8;18590.5;436.84;59.5717;0;136;0;0;7;3623747;99999999;15;25;60;1;1;3600000
2023-8-20;3:45:19;cq;20201124;2685.5;0;17443.5;15742.1;113.255;36.5517;0;124;0;0;8;3700450;99999999;15;25;60;1;1;3600000
2023-8-20;3:45:46;cq;20201102;3078.5;0;23042.5;21984.8;17.1538;11.25;9;131;0;0;8;3614686;99999999;15;25;60;1;1;3600000
2023-8-20;3:45:47;cq;20201009;3229;0;17581.7;16066.9;113.563;29.8233;38;126;0;0;8;3609594;99999999;15;25;60;1;1;3600000
2023-8-20;3:45:49;cq;20201106;3350.5;0;20759.6;19354.2;336.939;58.8783;0;140;0;0;8;3611866;99999999;15;25;60;1;1;3600000
2023-8-20;3:45:51;cq;20201111;3437.5;0;24019.6;22339.1;70.6066;13.44;0;143;0;0;8;3611062;99999999;15;25;60;1;1;3600000
2023-8-20;3:46:8;cq;20201030;3513;0;20481;18662.9;501.186;47.3757;0;149;0;0;8;3617538;99999999;15;25;60;1;1;3600000
2023-8-20;3:46:15;cq;20201120;3401.5;0;21986;20083.1;225.554;57.5042;0;140;0;0;8;3634671;99999999;15;25;60;1;1;3600000
2023-8-20;3:46:20;cq;20201126;2962;9;20346.3;19011.2;734.354;55.73;0;133;0;0;7;3678647;99999999;15;25;60;1;1;3600000
2023-8-20;3:46:32;cq;20201031;375;0;1015.38;703.456;0;0;0;15;0;0;2;3603047;99999999;20;25;60;1;1;3600000
2023-8-20;3:46:34;cq;20201014;3471;0;22407.6;21227.8;276.053;41.9617;0;137;0;0;8;3650345;99999999;15;25;60;1;1;3600000
2023-8-20;3:46:37;cq;20201010;267;0;745.097;523.463;0;0;0;13;0;0;1;3606488;99999999;20;25;60;1;1;3600000
2023-8-20;3:46:38;cq;20201114;388;0;1662.08;1341.05;0;0;6;18;0;0;2;3608583;99999999;20;25;60;1;1;3600000
2023-8-20;3:46:41;cq;20201121;226.5;0;1243.55;958.349;0;0;0;13;0;0;1;3610489;99999999;20;25;60;1;1;3600000
2023-8-20;3:46:47;cq;20201003;613.5;0;3254.1;3343.52;0;0;8;29;0;0;3;3618054;99999999;20;25;60;1;1;3600000
2023-8-20;3:46:48;cq;20201006;3739.5;0;23761.6;22231.5;77.6611;12.1983;0;138;0;0;8;3644905;99999999;15;25;60;1;1;3600000
2023-8-20;3:46:48;cq;20201107;333.5;0;753.263;471.468;0;0;0;18;0;0;2;3617120;99999999;20;25;60;1;1;3600000
2023-8-20;3:46:53;cq;20201110;3491.5;8;22046.4;20376.9;713.681;59.575;0;141;0;0;8;3665257;99999999;15;25;60;1;1;3600000
2023-8-20;3:47:1;cq;20201104;3953.5;0;24474.9;22860.7;794.063;53.6733;0;148;0;0;8;3630168;99999999;15;25;60;1;1;3600000
2023-8-20;3:47:7;cq;20201113;3670.5;0;22982.7;21596.8;456.015;50.3;0;143;0;0;8;3672389;99999999;15;25;60;1;1;3600000
2023-8-20;3:47:11;cq;20201118;3541;0;21358.2;19724.4;689.625;57.3533;0;139;0;0;8;3680028;99999999;15;25;60;1;1;3600000
2023-8-20;3:47:19;cq;20201021;1160.5;0;5223.38;4670.59;0;0;8;73;0;0;6;3645549;99999999;20;25;60;1;1;3600000
2023-8-20;3:47:23;cq;20201112;3684.5;0;23089.7;21706.7;70.1886;18.194;0;141;0;0;8;3686236;99999999;15;25;60;1;1;3600000
2023-8-20;3:47:27;cq;20201029;3946.5;0;24426.3;22628.7;638.201;58.769;0;150;0;0;8;3656206;99999999;15;25;60;1;1;3600000
2023-8-20;3:47:50;cq;20201013;1565;0;8266.28;7649.56;0;0;4;92;0;0;8;3614417;99999999;20;25;60;1;1;3600000
2023-8-20;3:48:11;cq;20201024;937.5;0;3787.23;3406.03;0;0;24;28;0;0;3;3700601;99999999;20;25;60;1;1;3600000
2023-8-20;3:49:0;cq;20201109;1746.5;0;12821.5;11770.3;0;0;0;94;0;0;7;3627596;99999999;20;25;60;1;1;3600000
2023-8-20;3:49:14;cq;20201128;776;0;2256.11;1659.27;0;0;0;29;0;0;3;3763656;99999999;20;25;60;1;1;3600000
2023-8-20;3:49:15;cq;20201026;1839.5;0;11873.1;11096.5;0;0;0;110;0;0;8;3621426;99999999;20;25;60;1;1;3600000
2023-8-20;3:49:18;cq;20201016;2060;0;11163.5;10267.7;0;0;0;110;0;0;8;3616500;99999999;20;25;60;1;1;3600000
2023-8-20;3:49:35;cq;20201016;2060;0;12122.8;11302.4;2.17167;1;7;109;0;0;8;4146611;99999999;10;25;60;1;1;3600000
2023-8-20;3:49:36;cq;20201007;2512.5;0;13616.3;12476.1;0;0;11;127;0;0;8;3624474;99999999;20;25;60;1;1;3600000
2023-8-20;3:49:37;cq;20201130;2327.5;0;14753.3;13216.9;15.0083;8.17158;28;115;0;0;6;3632894;99999999;20;25;60;1;1;3600000
2023-8-20;3:49:42;cq;20201002;2893.5;0;17995.4;16778.2;4.93833;3.195;8;127;0;0;8;3608632;99999999;20;25;60;1;1;3600000
2023-8-20;3:50:1;cq;20201020;2673;0;15757.5;14921;73.1083;19.2067;13;130;0;0;8;3634004;99999999;20;25;60;1;1;3600000
2023-8-20;3:50:5;cq;20201125;2425;0;17494.1;16173.6;121.742;29.415;0;127;0;0;7;3652315;99999999;20;25;60;1;1;3600000
2023-8-20;3:50:6;cq;20201030;3513;0;20574.1;18785.5;141.718;53.6817;0;148;0;0;8;3629081;99999999;20;25;60;1;1;3600000
2023-8-20;3:50:8;cq;20201124;2685.5;0;16154.4;14515.1;30.5807;14.9917;4;121;0;0;8;3638266;99999999;20;25;60;1;1;3600000
2023-8-20;3:50:17;cq;20201118;3541;0;20935.8;19461.8;232.432;54.9229;0;138;0;0;8;3607583;99999999;20;25;60;1;1;3600000
2023-8-20;3:50:21;cq;20201111;3437.5;0;23763.9;22229.5;22.8992;7.8042;0;142;0;0;8;3643190;99999999;20;25;60;1;1;3600000
2023-8-20;3:50:22;cq;20201102;3078.5;0;22578.7;21554.1;9.255;5.26;5;132;0;0;8;3640606;99999999;20;25;60;1;1;3600000
