,date,order,driver,distance,driverLoc
1489,2020-10-09,926594,15582.0,64.53,2495
1490,2020-10-09,926621,15062.0,71.38,2490
1491,2020-10-09,926621,15173.0,71.38,2490
1492,2020-10-09,926621,15277.0,23.79,2490
1493,2020-10-09,926621,15423.0,95.18,2490
1494,2020-10-09,926621,15488.0,23.79,2490
1495,2020-10-09,926621,15558.0,47.59,2490
1496,2020-10-09,926621,7000029.0,47.59,2490
1497,2020-10-09,926621,7000065.0,23.79,2490
1498,2020-10-09,926630,15150.0,107.47,2492
1499,2020-10-09,926630,15414.0,107.47,2492
1500,2020-10-09,926706,15150.0,140.72,2492
1501,2020-10-09,926706,15414.0,140.72,2492
1502,2020-10-09,926706,15614.0,140.72,2492
1503,2020-10-09,926737,2149.0,75.23,2495
1504,2020-10-09,926737,15150.0,87.27,2492
1505,2020-10-09,926737,15588.0,75.23,2495
1506,2020-10-09,926737,7000041.0,87.27,2492
1507,2020-10-09,926853,2120.0,12.12,2495
1508,2020-10-09,926868,15423.0,32.78,2490
1509,2020-10-09,926886,14417.0,42.42,2491
1510,2020-10-09,926916,15582.0,77.13,2495
1511,2020-10-09,926926,15305.0,13.40,2489
1512,2020-10-09,926931,15408.0,102.17,2492
1513,2020-10-09,926931,15553.0,102.17,2492
1514,2020-10-09,926931,7000032.0,102.17,2492
1515,2020-10-09,927038,2158.0,68.07,2495
1516,2020-10-09,927038,15161.0,74.46,2491
1517,2020-10-09,927038,15582.0,68.07,2495
1518,2020-10-09,927038,15612.0,68.07,2495
1519,2020-10-09,927103,7000052.0,39.66,2491
1520,2020-10-09,927195,15612.0,115.55,2495
1521,2020-10-09,927277,15243.0,70.22,2491
1522,2020-10-09,927277,7000056.0,65.36,2495
1523,2020-10-09,927364,2149.0,51.67,2495
1524,2020-10-09,927371,15578.0,122.07,2492
1525,2020-10-09,927499,15245.0,78.71,2491
1526,2020-10-09,927535,14347.0,47.27,2493
1527,2020-10-09,927739,15392.0,113.36,2492
1528,2020-10-09,927739,15553.0,113.36,2492
1529,2020-10-09,927739,7000041.0,113.36,2492
1530,2020-10-09,927855,15422.0,32.22,2489
1531,2020-10-09,927866,15408.0,107.47,2492
1532,2020-10-09,927866,15457.0,107.47,2492
1533,2020-10-09,927901,15488.0,26.57,2490
1534,2020-10-09,927901,7000065.0,26.57,2490
1535,2020-10-09,927976,15107.0,38.95,2491
1536,2020-10-09,928016,2019.0,41.22,2496
1537,2020-10-09,928016,2022.0,41.22,2496
1538,2020-10-09,928043,2120.0,37.08,2495
1539,2020-10-09,928043,15605.0,37.08,2495
1540,2020-10-09,928043,7000042.0,74.40,2491
1541,2020-10-09,928053,15422.0,32.60,2489
1542,2020-10-09,928056,15547.0,87.27,2492
1543,2020-10-09,928091,15176.0,23.77,2491
1544,2020-10-09,928111,15369.0,62.13,2490
1545,2020-10-09,928131,2120.0,9.10,2495
1546,2020-10-09,928131,2149.0,9.10,2495
1547,2020-10-09,928131,15243.0,61.42,2491
1548,2020-10-09,928131,15383.0,52.31,2491
1549,2020-10-09,928131,15535.0,9.10,2495
1550,2020-10-09,928131,15612.0,9.10,2495
1551,2020-10-09,928131,7000056.0,18.21,2495
1552,2020-10-09,928207,15589.0,48.46,2494
1553,2020-10-09,928215,15408.0,97.88,2492
1554,2020-10-09,928245,7000011.0,68.61,2493
1555,2020-10-09,928359,15062.0,19.15,2490
1556,2020-10-09,928359,15488.0,19.15,2490
1557,2020-10-09,928359,7000029.0,19.15,2490
1558,2020-10-09,928359,7000066.0,19.15,2490
1559,2020-10-09,928378,15398.0,13.22,2494
1560,2020-10-10,925444,15398.0,44.82,2494
1561,2020-10-10,925444,15467.0,44.82,2494
1562,2020-10-10,927089,15431.0,56.35,2491
1563,2020-10-10,927569,15161.0,55.86,2491
1564,2020-10-10,927569,15398.0,35.75,2494
1565,2020-10-10,927569,15405.0,59.47,2489
1566,2020-10-10,927569,15422.0,83.30,2489
1567,2020-10-10,927569,15431.0,67.77,2491
1568,2020-10-10,927569,15467.0,23.83,2494
1569,2020-10-10,927569,15555.0,71.39,2489
1570,2020-10-10,927569,7000030.0,59.47,2489
1571,2020-10-10,927569,7000031.0,79.69,2491
1572,2020-10-10,927569,7000059.0,47.66,2494
1573,2020-10-10,927569,7000063.0,79.69,2491
1574,2020-10-10,927569,7000069.0,79.69,2491
1575,2020-10-10,928061,15405.0,71.03,2489
1576,2020-10-10,928061,15555.0,71.03,2489
1577,2020-10-10,928061,7000029.0,85.23,2490
1578,2020-10-10,928300,7000029.0,77.31,2490
1579,2020-10-10,928300,7000030.0,64.33,2489
1580,2020-10-19,917247,15398.0,4.24,2494
1581,2020-10-19,917247,15507.0,4.24,2494
1582,2020-10-19,917247,15589.0,4.24,2494
1583,2020-10-19,920244,15083.0,72.85,2490
1584,2020-10-19,920244,15112.0,36.42,2490
1585,2020-10-19,920244,15173.0,72.85,2490
1586,2020-10-19,920244,15228.0,51.32,2489
1587,2020-10-19,920244,15423.0,36.42,2490
1588,2020-10-19,920244,15435.0,51.32,2489
1589,2020-10-19,920244,15521.0,51.32,2489
1590,2020-10-19,920244,7000066.0,72.85,2490
1591,2020-10-19,923347,14417.0,88.32,2491
1592,2020-10-19,923347,15070.0,88.32,2491
1593,2020-10-19,923347,15143.0,88.32,2491
1594,2020-10-19,923347,15161.0,176.64,2491
1595,2020-10-19,923347,15176.0,176.64,2491
1596,2020-10-19,923347,15243.0,88.32,2491
1597,2020-10-19,923347,15383.0,264.96,2491
1598,2020-10-19,923347,15409.0,88.32,2491
1599,2020-10-19,923347,15431.0,176.64,2491
1600,2020-10-19,923347,15451.0,88.32,2491
1601,2020-10-19,923347,15460.0,264.96,2491
1602,2020-10-19,923347,15611.0,88.32,2491
1603,2020-10-19,923347,7000031.0,176.64,2491
1604,2020-10-19,923347,7000042.0,264.96,2491
1605,2020-10-19,923347,7000052.0,176.64,2491
1606,2020-10-19,923347,7000063.0,176.64,2491
1607,2020-10-19,924240,15102.0,74.98,2494
1608,2020-10-19,924240,15347.0,61.74,2489
1609,2020-10-19,924240,15398.0,74.98,2494
1610,2020-10-19,924240,15467.0,49.99,2494
1611,2020-10-19,924240,15507.0,74.98,2494
1612,2020-10-19,924240,15542.0,85.73,2489
1613,2020-10-19,924240,15589.0,74.98,2494
1614,2020-10-19,924240,7000059.0,49.99,2494
1615,2020-10-19,924355,15428.0,42.44,2489
1616,2020-10-19,924411,15277.0,28.23,2490
1617,2020-10-19,924411,7000065.0,28.23,2490
1618,2020-10-19,924469,15103.0,53.26,2490
1619,2020-10-19,924469,15112.0,53.26,2490
1620,2020-10-19,924469,15173.0,53.26,2490
1621,2020-10-19,924469,15274.0,55.43,2489
1622,2020-10-19,924469,15277.0,53.26,2490
1623,2020-10-19,924469,15347.0,55.43,2489
1624,2020-10-19,924469,15369.0,53.26,2490
1625,2020-10-19,924469,15422.0,55.43,2489
1626,2020-10-19,924469,15459.0,106.51,2490
1627,2020-10-19,924469,15486.0,106.51,2490
1628,2020-10-19,924469,15521.0,55.43,2489
1629,2020-10-19,924469,15559.0,55.43,2489
1630,2020-10-19,924469,7000029.0,53.26,2490
1631,2020-10-19,924469,7000066.0,53.26,2490
1632,2020-10-19,924496,2149.0,78.37,2495
1633,2020-10-19,924496,2158.0,117.55,2495
1634,2020-10-19,924496,2167.0,78.37,2495
1635,2020-10-19,924496,15421.0,117.55,2495
1636,2020-10-19,924496,15450.0,124.02,2493
1637,2020-10-19,924496,15550.0,39.18,2495
1638,2020-10-19,924496,15566.0,78.37,2495
1639,2020-10-19,924496,15588.0,117.55,2495
1640,2020-10-19,924496,15612.0,78.37,2495
1641,2020-10-19,924496,7000056.0,78.37,2495
1642,2020-10-19,924525,15083.0,47.09,2490
1643,2020-10-19,924525,15103.0,47.09,2490
1644,2020-10-19,924525,15112.0,47.09,2490
1645,2020-10-19,924525,15274.0,115.79,2489
1646,2020-10-19,924525,15347.0,68.69,2489
1647,2020-10-19,924525,15369.0,94.19,2490
1648,2020-10-19,924525,15422.0,115.79,2489
1649,2020-10-19,924525,15423.0,47.09,2490
1650,2020-10-19,924525,15435.0,68.69,2489
1651,2020-10-19,924525,15459.0,47.09,2490
1652,2020-10-19,924525,15486.0,47.09,2490
1653,2020-10-19,924525,15558.0,47.09,2490
1654,2020-10-19,924525,15559.0,68.69,2489
1655,2020-10-19,924525,7000029.0,94.19,2490
1656,2020-10-19,924525,7000053.0,68.69,2489
1657,2020-10-19,924525,7000065.0,94.19,2490
1658,2020-10-19,924599,2001.0,37.51,2495
1659,2020-10-19,924599,2120.0,75.01,2495
1660,2020-10-19,924599,15526.0,37.51,2495
1661,2020-10-19,924599,15606.0,37.51,2495
1662,2020-10-19,924975,15017.0,39.36,2489
1663,2020-10-19,924975,15405.0,39.36,2489
1664,2020-10-19,924975,15432.0,39.36,2489
1665,2020-10-19,924975,15558.0,36.95,2490
1666,2020-10-19,925136,10228.0,42.12,2489
1667,2020-10-19,925136,15110.0,42.12,2489
1668,2020-10-19,925136,15162.0,42.12,2489
1669,2020-10-19,925342,10228.0,42.12,2489
1670,2020-10-19,925342,15110.0,42.12,2489
1671,2020-10-19,925342,15138.0,42.12,2489
1672,2020-10-19,925342,15151.0,42.12,2489
1673,2020-10-19,925342,15405.0,42.12,2489
1674,2020-10-19,925342,15432.0,42.12,2489
1675,2020-10-19,925342,15436.0,68.78,2489
1676,2020-10-19,925594,15176.0,41.89,2491
1677,2020-10-19,925594,15409.0,41.89,2491
1678,2020-10-19,925594,15451.0,41.89,2491
1679,2020-10-19,925594,15516.0,41.89,2491
1680,2020-10-19,925849,15162.0,58.83,2489
1681,2020-10-19,925862,2019.0,32.78,2496
1682,2020-10-19,925862,2022.0,32.78,2496
1683,2020-10-19,925862,2023.0,32.78,2496
1684,2020-10-19,925862,2026.0,32.78,2496
1685,2020-10-19,925862,2047.0,32.78,2496
1686,2020-10-19,925862,2068.0,65.57,2496
1687,2020-10-19,925862,15423.0,30.89,2490
1688,2020-10-19,925862,7000013.0,131.13,2496
1689,2020-10-19,925862,7000054.0,32.78,2496
1690,2020-10-19,925862,7000067.0,65.57,2496
1691,2020-10-19,925909,15143.0,40.17,2491
1692,2020-10-19,925909,15611.0,40.17,2491
1693,2020-10-19,925952,2149.0,12.81,2495
1694,2020-10-19,925952,15535.0,12.81,2495
1695,2020-10-19,925952,15550.0,38.42,2495
1696,2020-10-19,925952,15588.0,25.62,2495
1697,2020-10-19,925952,15598.0,112.72,2493
1698,2020-10-19,925959,15451.0,19.57,2491
1699,2020-10-19,925959,15535.0,41.81,2495
1700,2020-10-19,925959,15598.0,112.05,2493
1701,2020-10-19,926283,15217.0,140.72,2492
1702,2020-10-19,926283,15392.0,140.72,2492
1703,2020-10-19,926283,15414.0,140.72,2492
1704,2020-10-19,926283,15553.0,140.72,2492
1705,2020-10-19,926283,15562.0,140.72,2492
1706,2020-10-19,926441,2022.0,32.78,2496
1707,2020-10-19,926514,2019.0,66.48,2496
1708,2020-10-19,926514,2023.0,66.48,2496
1709,2020-10-19,926514,2040.0,132.96,2496
1710,2020-10-19,926514,2047.0,66.48,2496
1711,2020-10-19,926514,15560.0,132.96,2496
1712,2020-10-19,926631,15457.0,131.69,2492
1713,2020-10-19,926631,15562.0,131.69,2492
1714,2020-10-19,926631,15614.0,131.69,2492
1715,2020-10-19,926719,15408.0,87.27,2492
1716,2020-10-19,926719,15578.0,87.27,2492
1717,2020-10-19,926777,2040.0,31.77,2496
1718,2020-10-19,926777,2047.0,31.77,2496
1719,2020-10-19,926777,2072.0,63.53,2496
1720,2020-10-19,926917,15343.0,114.25,2492
1721,2020-10-19,926917,15408.0,114.25,2492
1722,2020-10-19,926917,15539.0,114.25,2492
1723,2020-10-19,926919,7000032.0,114.25,2492
1724,2020-10-19,926920,15343.0,114.25,2492
1725,2020-10-19,926964,2006.0,42.70,2496
1726,2020-10-19,927027,2022.0,26.34,2496
1727,2020-10-19,927033,15560.0,26.34,2496
1728,2020-10-19,927122,7000053.0,50.05,2489
1729,2020-10-19,927284,15615.0,21.66,2493
1730,2020-10-19,927347,15138.0,31.92,2489
1731,2020-10-19,927557,10124.0,77.33,2489
1732,2020-10-19,927557,15017.0,38.66,2489
1733,2020-10-19,927557,15138.0,19.33,2489
1734,2020-10-19,927557,15162.0,19.33,2489
1735,2020-10-19,927557,15213.0,58.00,2489
1736,2020-10-19,927557,15223.0,19.33,2489
1737,2020-10-19,927557,15246.0,58.00,2489
1738,2020-10-19,927557,15346.0,38.66,2489
1739,2020-10-19,927557,15376.0,19.33,2489
1740,2020-10-19,927557,15377.0,38.66,2489
1741,2020-10-19,927557,15401.0,19.33,2489
1742,2020-10-19,927557,15438.0,38.66,2489
1743,2020-10-19,927557,15515.0,38.66,2489
1744,2020-10-19,927584,15392.0,138.32,2492
1745,2020-10-19,927655,15436.0,68.78,2489
1746,2020-10-19,927655,15467.0,44.82,2494
1747,2020-10-19,927655,15607.0,68.78,2489
1748,2020-10-19,927655,7000059.0,44.82,2494
1749,2020-10-19,927708,15553.0,114.25,2492
1750,2020-10-19,927708,7000032.0,114.25,2492
1751,2020-10-19,927710,7000008.0,42.14,2495
1752,2020-10-19,927719,15398.0,19.39,2494
1753,2020-10-19,927729,15150.0,244.02,2492
1754,2020-10-19,927729,15457.0,122.01,2492
1755,2020-10-19,927729,15553.0,122.01,2492
1756,2020-10-19,927729,15614.0,122.01,2492
1757,2020-10-19,927745,15457.0,87.27,2492
1758,2020-10-19,927745,15539.0,87.27,2492
1759,2020-10-19,927762,2040.0,68.67,2496
1760,2020-10-19,927762,7000054.0,68.67,2496
1761,2020-10-19,927915,7000067.0,26.34,2496
1762,2020-10-19,927966,10228.0,19.20,2489
1763,2020-10-19,927966,15110.0,19.20,2489
1764,2020-10-19,927966,15138.0,19.20,2489
1765,2020-10-19,927966,15151.0,57.59,2489
1766,2020-10-19,927966,15213.0,19.20,2489
1767,2020-10-19,927966,15223.0,19.20,2489
1768,2020-10-19,927966,15228.0,19.20,2489
1769,2020-10-19,927966,15246.0,19.20,2489
1770,2020-10-19,927966,15305.0,19.20,2489
1771,2020-10-19,927966,15346.0,38.40,2489
1772,2020-10-19,927966,15376.0,76.79,2489
1773,2020-10-19,927966,15377.0,38.40,2489
1774,2020-10-19,927966,15405.0,19.20,2489
1775,2020-10-19,927966,15428.0,19.20,2489
1776,2020-10-19,927966,15432.0,19.20,2489
1777,2020-10-19,927966,7000030.0,19.20,2489
1778,2020-10-19,928033,15408.0,102.17,2492
1779,2020-10-19,928033,15414.0,102.17,2492
1780,2020-10-19,928033,15539.0,102.17,2492
1781,2020-10-19,928033,15547.0,204.33,2492
1782,2020-10-19,928033,15578.0,102.17,2492
1783,2020-10-19,928033,7000041.0,102.17,2492
1784,2020-10-19,928231,14347.0,129.82,2493
1785,2020-10-19,928231,15479.0,129.82,2493
1786,2020-10-19,928231,15535.0,146.17,2495
1787,2020-10-19,928231,15550.0,73.08,2495
1788,2020-10-19,928231,15598.0,129.82,2493
1789,2020-10-19,928239,15421.0,56.03,2495
1790,2020-10-19,928239,15526.0,56.03,2495
1791,2020-10-19,928239,15566.0,56.03,2495
1792,2020-10-19,928239,15612.0,56.03,2495
1793,2020-10-19,928307,2023.0,52.02,2496
1794,2020-10-19,928361,15414.0,124.12,2492
1795,2020-10-19,928607,2001.0,44.26,2495
1796,2020-10-19,928643,15479.0,61.18,2493
1797,2020-10-19,928643,15606.0,70.10,2495
1798,2020-10-19,928643,15615.0,61.18,2493
1799,2020-10-19,928643,7000011.0,61.18,2493
1800,2020-10-19,928686,2072.0,71.61,2496
1801,2020-10-19,928702,7000032.0,92.43,2492
1802,2020-10-19,928709,15578.0,74.67,2492
1803,2020-10-19,928709,7000008.0,33.51,2495
1804,2020-10-19,928709,7000056.0,33.51,2495
1805,2020-10-19,928836,2006.0,26.34,2496
1806,2020-10-19,928836,7000067.0,26.34,2496
1807,2020-10-19,928846,15223.0,38.54,2489
1808,2020-10-19,928846,15228.0,38.54,2489
1809,2020-10-19,928846,15305.0,38.54,2489
1810,2020-10-19,928846,15428.0,38.54,2489
1811,2020-10-19,928846,15580.0,38.54,2489
1812,2020-10-19,928846,7000053.0,38.54,2489
1813,2020-10-19,928871,2026.0,71.61,2496
1814,2020-10-19,928871,7000054.0,71.61,2496
1815,2020-10-19,928924,15521.0,56.36,2489
1816,2020-10-19,928933,2019.0,58.12,2496
1817,2020-10-19,928933,2026.0,58.12,2496
1818,2020-10-19,928933,2068.0,58.12,2496
1819,2020-10-19,928933,15277.0,56.62,2490
1820,2020-10-19,928982,15515.0,18.93,2489
1821,2020-10-19,929063,2023.0,31.77,2496
1822,2020-10-19,929063,2047.0,31.77,2496
1823,2020-10-19,929063,7000054.0,31.77,2496
1824,2020-10-19,929086,15217.0,87.27,2492
1825,2020-10-19,929094,7000038.0,58.94,2493
1826,2020-10-19,929152,15614.0,137.96,2492
1827,2020-10-19,929312,7000041.0,104.52,2492
1828,2020-10-19,929325,15343.0,137.96,2492
1829,2020-10-19,929344,14347.0,61.63,2493
1830,2020-10-19,929366,15217.0,124.34,2492
1831,2020-10-19,929400,2006.0,67.82,2496
1832,2020-10-19,929520,14417.0,38.95,2491
1833,2020-10-19,929523,15070.0,38.95,2491
1834,2020-10-19,929523,15243.0,38.95,2491
1835,2020-10-19,929523,15516.0,38.95,2491
1836,2020-10-19,929523,7000069.0,38.95,2491
1837,2020-10-19,929549,15150.0,87.27,2492
1838,2020-10-19,929549,15547.0,87.27,2492
1839,2020-10-19,929578,2167.0,85.48,2495
1840,2020-10-19,929587,15409.0,37.02,2491
1841,2020-10-19,929592,15423.0,59.06,2490
1842,2020-10-19,929592,15558.0,59.06,2490
1843,2020-10-19,929653,15161.0,46.93,2491
1844,2020-10-19,929691,15566.0,23.03,2495
1845,2020-10-19,929691,7000056.0,23.03,2495
1846,2020-10-19,929723,15580.0,42.12,2489
1847,2020-10-19,929724,15102.0,44.82,2494
1848,2020-10-19,929724,15401.0,42.12,2489
1849,2020-10-19,929763,2158.0,75.23,2495
1850,2020-10-19,929811,14417.0,44.64,2491
1851,2020-10-19,929826,2022.0,22.12,2496
1852,2020-10-19,929832,15401.0,24.31,2489
1853,2020-10-19,929832,7000030.0,24.31,2489
1854,2020-10-19,929889,14347.0,108.23,2493
1855,2020-10-19,929889,15450.0,139.75,2493
1856,2020-10-19,929889,15479.0,108.23,2493
1857,2020-10-19,929889,15615.0,31.52,2493
1858,2020-10-19,929917,15435.0,52.18,2489
1859,2020-10-19,929932,15243.0,38.42,2491
1860,2020-10-19,929947,7000011.0,54.98,2493
1861,2020-10-19,929955,2167.0,44.26,2495
1862,2020-10-19,929976,15112.0,45.70,2490
1863,2020-10-19,930009,15173.0,36.44,2490
1864,2020-10-19,930009,15369.0,36.44,2490
1865,2020-10-19,930024,10228.0,33.64,2489
1866,2020-10-20,920243,15112.0,30.18,2490
1867,2020-10-20,920243,15346.0,27.62,2489
1868,2020-10-20,920243,15376.0,27.62,2489
1869,2020-10-20,920243,15377.0,27.62,2489
1870,2020-10-20,924257,15138.0,62.39,2489
1871,2020-10-20,924257,15405.0,62.39,2489
1872,2020-10-20,924321,15589.0,27.79,2494
1873,2020-10-20,924356,15151.0,41.22,2489
1874,2020-10-20,924446,15408.0,107.47,2492
1875,2020-10-20,924446,15614.0,107.47,2492
1876,2020-10-20,924608,14417.0,46.93,2491
1877,2020-10-20,924608,15243.0,46.93,2491
1878,2020-10-20,924608,15245.0,46.93,2491
1879,2020-10-20,924608,15358.0,46.93,2491
1880,2020-10-20,924608,15409.0,46.93,2491
1881,2020-10-20,924608,15451.0,46.93,2491
1882,2020-10-20,924608,15516.0,46.93,2491
1883,2020-10-20,924835,15414.0,124.34,2492
1884,2020-10-20,924939,15102.0,28.23,2494
1885,2020-10-20,924939,15107.0,55.87,2491
1886,2020-10-20,924939,15143.0,55.87,2491
1887,2020-10-20,924939,15161.0,48.82,2491
1888,2020-10-20,924939,15176.0,48.82,2491
1889,2020-10-20,924939,15398.0,21.17,2494
1890,2020-10-20,924939,15467.0,28.23,2494
1891,2020-10-20,924939,15507.0,28.23,2494
1892,2020-10-20,924939,15589.0,14.11,2494
1893,2020-10-20,924939,7000059.0,28.23,2494
1894,2020-10-20,924939,7000062.0,28.23,2494
1895,2020-10-20,925137,15401.0,42.12,2489
1896,2020-10-20,925137,15422.0,42.12,2489
1897,2020-10-20,925137,15436.0,42.12,2489
1898,2020-10-20,925137,15515.0,42.12,2489
1899,2020-10-20,925137,15521.0,42.12,2489
1900,2020-10-20,925137,7000053.0,42.12,2489
1901,2020-10-20,925343,10228.0,42.12,2489
1902,2020-10-20,925343,15138.0,42.12,2489
1903,2020-10-20,925343,15432.0,42.12,2489
1904,2020-10-20,925343,15435.0,42.12,2489
1905,2020-10-20,925343,15438.0,42.12,2489
1906,2020-10-20,925343,15542.0,42.12,2489
1907,2020-10-20,925407,2001.0,57.13,2495
1908,2020-10-20,925407,15582.0,171.70,2495
1909,2020-10-20,925407,15612.0,57.13,2495
1910,2020-10-20,925407,7000018.0,58.37,2493
1911,2020-10-20,925407,7000056.0,57.13,2495
1912,2020-10-20,925600,15150.0,114.25,2492
1913,2020-10-20,925600,15217.0,114.25,2492
1914,2020-10-20,925600,15408.0,114.25,2492
1915,2020-10-20,925738,15213.0,68.73,2489
1916,2020-10-20,925738,15459.0,94.27,2490
1917,2020-10-20,925738,15486.0,47.13,2490
1918,2020-10-20,925738,15558.0,47.13,2490
1919,2020-10-20,925738,7000029.0,47.13,2490
1920,2020-10-20,925738,7000066.0,47.13,2490
1921,2020-10-20,925850,15162.0,58.83,2489
1922,2020-10-20,925850,15431.0,40.67,2491
1923,2020-10-20,925850,7000030.0,58.83,2489
1924,2020-10-20,925850,7000052.0,40.67,2491
1925,2020-10-20,925850,7000063.0,40.67,2491
1926,2020-10-20,925990,2023.0,32.78,2496
1927,2020-10-20,925990,2040.0,32.78,2496
1928,2020-10-20,925990,2047.0,32.78,2496
1929,2020-10-20,925990,2057.0,32.78,2496
1930,2020-10-20,925990,2072.0,32.78,2496
1931,2020-10-20,926063,10228.0,33.65,2489
1932,2020-10-20,926296,10124.0,61.74,2489
1933,2020-10-20,926296,14411.0,100.13,2489
1934,2020-10-20,926296,15076.0,115.17,2490
1935,2020-10-20,926296,15112.0,38.39,2490
1936,2020-10-20,926296,15173.0,38.39,2490
1937,2020-10-20,926296,15246.0,61.74,2489
1938,2020-10-20,926296,15277.0,38.39,2490
1939,2020-10-20,926296,15383.0,120.15,2491
1940,2020-10-20,926296,15558.0,38.39,2490
1941,2020-10-20,926296,7000042.0,120.15,2491
1942,2020-10-20,926469,15343.0,92.43,2492
1943,2020-10-20,926469,15392.0,92.43,2492
1944,2020-10-20,926469,15457.0,92.43,2492
1945,2020-10-20,926469,15562.0,92.43,2492
1946,2020-10-20,926909,2158.0,35.35,2495
1947,2020-10-20,926909,2167.0,35.35,2495
1948,2020-10-20,926909,15535.0,35.35,2495
1949,2020-10-20,926909,15588.0,35.35,2495
1950,2020-10-20,926909,7000008.0,70.70,2495
1951,2020-10-20,926967,14340.0,174.37,2493
1952,2020-10-20,926967,14347.0,174.37,2493
1953,2020-10-20,926967,14417.0,40.11,2491
1954,2020-10-20,926967,15450.0,232.49,2493
1955,2020-10-20,926967,15476.0,232.49,2493
1956,2020-10-20,926967,15479.0,174.37,2493
1957,2020-10-20,926967,15550.0,174.78,2495
1958,2020-10-20,926967,15582.0,174.78,2495
1959,2020-10-20,926967,15598.0,232.49,2493
1960,2020-10-20,926967,15615.0,174.37,2493
1961,2020-10-20,926967,7000011.0,232.49,2493
1962,2020-10-20,926967,7000018.0,174.37,2493
1963,2020-10-20,926967,7000038.0,232.49,2493
1964,2020-10-20,926967,7000045.0,116.25,2493
1965,2020-10-20,927104,15017.0,25.14,2489
1966,2020-10-20,927104,15151.0,25.14,2489
1967,2020-10-20,927104,15347.0,25.14,2489
1968,2020-10-20,927134,2026.0,45.62,2496
1969,2020-10-20,927134,15017.0,14.43,2489
1970,2020-10-20,927134,15151.0,14.43,2489
1971,2020-10-20,927134,15376.0,14.43,2489
1972,2020-10-20,927134,15377.0,14.43,2489
1973,2020-10-20,927134,15401.0,14.43,2489
1974,2020-10-20,927134,15555.0,28.87,2489
1975,2020-10-20,927134,15559.0,28.87,2489
1976,2020-10-20,927134,15607.0,14.43,2489
1977,2020-10-20,927342,2120.0,25.62,2495
1978,2020-10-20,927456,2022.0,109.29,2496
1979,2020-10-20,927456,2026.0,109.29,2496
1980,2020-10-20,927456,2057.0,109.29,2496
1981,2020-10-20,927570,15414.0,114.25,2492
1982,2020-10-20,927588,7000026.0,16.20,2490
1983,2020-10-20,927588,7000065.0,16.20,2490
1984,2020-10-20,927599,15112.0,15.32,2490
1985,2020-10-20,927599,7000065.0,15.32,2490
1986,2020-10-20,927656,15432.0,42.12,2489
1987,2020-10-20,927656,15542.0,42.12,2489
1988,2020-10-20,927714,15150.0,107.47,2492
1989,2020-10-20,927714,15562.0,107.47,2492
1990,2020-10-20,927856,15435.0,38.83,2489
1991,2020-10-20,927940,15138.0,33.35,2489
1992,2020-10-20,928119,15566.0,61.49,2495
1993,2020-10-20,928119,15611.0,29.77,2491
1994,2020-10-20,928119,15612.0,61.49,2495
1995,2020-10-20,928119,7000069.0,29.77,2491
1996,2020-10-20,928124,2149.0,82.73,2495
1997,2020-10-20,928124,15588.0,82.73,2495
1998,2020-10-20,928179,15150.0,102.17,2492
1999,2020-10-20,928179,15392.0,102.17,2492
2000,2020-10-20,928179,15408.0,102.17,2492
2001,2020-10-20,928179,15578.0,102.17,2492
2002,2020-10-20,928179,7000032.0,102.17,2492
2003,2020-10-20,928199,15369.0,65.66,2490
2004,2020-10-20,928199,15422.0,34.73,2489
2005,2020-10-20,928199,15423.0,65.66,2490
2006,2020-10-20,928199,15446.0,65.66,2490
2007,2020-10-20,928199,15515.0,34.73,2489
2008,2020-10-20,928233,15343.0,154.32,2492
2009,2020-10-20,928233,15539.0,154.32,2492
2010,2020-10-20,928233,15547.0,154.32,2492
2011,2020-10-20,928233,15553.0,154.32,2492
2012,2020-10-20,928233,15614.0,154.32,2492
2013,2020-10-20,928233,7000032.0,154.32,2492
2014,2020-10-20,928311,2019.0,24.18,2496
2015,2020-10-20,928362,15457.0,124.12,2492
2016,2020-10-20,928557,14347.0,50.88,2493
2017,2020-10-20,928557,15550.0,116.41,2495
2018,2020-10-20,928567,2158.0,67.58,2495
2019,2020-10-20,928567,15217.0,44.94,2492
2020,2020-10-20,928567,15343.0,44.94,2492
2021,2020-10-20,928567,15457.0,44.94,2492
2022,2020-10-20,928567,15539.0,44.94,2492
2023,2020-10-20,928567,15578.0,89.88,2492
2024,2020-10-20,928593,2001.0,83.75,2495
2025,2020-10-20,928593,2120.0,83.75,2495
2026,2020-10-20,928593,2149.0,41.88,2495
2027,2020-10-20,928593,2158.0,41.88,2495
2028,2020-10-20,928593,15421.0,83.75,2495
2029,2020-10-20,928593,15526.0,41.88,2495
2030,2020-10-20,928593,15588.0,41.88,2495
2031,2020-10-20,928593,15606.0,41.88,2495
2032,2020-10-20,928593,15612.0,83.75,2495
2033,2020-10-20,928593,7000056.0,83.75,2495
2034,2020-10-20,928594,2167.0,31.43,2495
2035,2020-10-20,928597,15479.0,68.64,2493
2036,2020-10-20,928597,15598.0,34.32,2493
2037,2020-10-20,928597,7000011.0,34.32,2493
2038,2020-10-20,928597,7000018.0,34.32,2493
2039,2020-10-20,928660,15521.0,36.15,2489
2040,2020-10-20,928748,15228.0,41.09,2489
2041,2020-10-20,928748,15436.0,41.09,2489
2042,2020-10-20,928897,15539.0,104.52,2492
2043,2020-10-20,928897,7000041.0,104.52,2492
