,date,order,driver,distance,driverLoc
114,2020-10-05,923419,15405.0,36.98,2489
115,2020-10-05,923515,2158.0,83.75,2495
116,2020-10-05,923515,2167.0,41.88,2495
117,2020-10-05,923515,15479.0,127.48,2493
118,2020-10-05,923515,15582.0,41.88,2495
119,2020-10-05,923515,15588.0,41.88,2495
120,2020-10-05,923515,15598.0,127.48,2493
121,2020-10-05,923515,15606.0,41.88,2495
122,2020-10-05,923515,15612.0,41.88,2495
123,2020-10-05,923515,7000056.0,83.75,2495
124,2020-10-05,923521,2001.0,33.51,2495
125,2020-10-05,923521,2120.0,33.51,2495
126,2020-10-05,923521,2158.0,33.51,2495
127,2020-10-05,923521,15606.0,33.51,2495
128,2020-10-05,923785,15392.0,92.43,2492
129,2020-10-05,923785,15408.0,92.43,2492
130,2020-10-05,923785,15414.0,92.43,2492
131,2020-10-05,923785,15547.0,92.43,2492
132,2020-10-05,923785,15562.0,92.43,2492
133,2020-10-05,923785,15578.0,92.43,2492
134,2020-10-05,923786,15150.0,92.43,2492
135,2020-10-05,923786,15414.0,92.43,2492
136,2020-10-05,923786,15457.0,184.87,2492
137,2020-10-05,923786,15562.0,184.87,2492
138,2020-10-05,923823,15566.0,67.58,2495
139,2020-10-05,923823,15614.0,44.94,2492
140,2020-10-05,924023,14417.0,18.52,2491
141,2020-10-05,924023,15460.0,18.52,2491
142,2020-10-05,924023,7000052.0,18.52,2491
143,2020-10-05,924023,7000063.0,18.52,2491
144,2020-10-05,924062,10228.0,40.64,2489
145,2020-10-05,924062,15414.0,128.84,2492
146,2020-10-05,924062,15435.0,40.64,2489
147,2020-10-05,924157,15228.0,29.06,2489
148,2020-10-05,924157,15305.0,29.06,2489
149,2020-10-05,924157,15428.0,29.06,2489
150,2020-10-05,924157,15436.0,29.06,2489
151,2020-10-05,924157,15488.0,37.43,2490
152,2020-10-05,924177,15173.0,32.20,2490
153,2020-10-05,924307,15102.0,30.22,2494
154,2020-10-05,924639,2026.0,24.71,2496
155,2020-10-05,924639,2040.0,49.41,2496
156,2020-10-05,924639,2047.0,24.71,2496
157,2020-10-05,924639,2057.0,49.41,2496
158,2020-10-05,924639,2072.0,24.71,2496
159,2020-10-05,924639,7000054.0,24.71,2496
160,2020-10-05,924646,2001.0,80.40,2495
161,2020-10-05,924646,2120.0,80.40,2495
162,2020-10-05,924710,15392.0,102.17,2492
163,2020-10-05,924710,15578.0,102.17,2492
164,2020-10-05,924925,15277.0,36.89,2490
165,2020-10-05,924925,15369.0,36.89,2490
166,2020-10-05,924925,7000029.0,36.89,2490
167,2020-10-05,924925,7000066.0,36.89,2490
168,2020-10-05,925001,15138.0,36.25,2489
169,2020-10-05,925001,15151.0,36.25,2489
170,2020-10-05,925126,15213.0,42.12,2489
171,2020-10-05,925126,15223.0,42.12,2489
172,2020-10-05,925126,15228.0,42.12,2489
173,2020-10-05,925126,15274.0,42.12,2489
174,2020-10-05,925126,15347.0,84.23,2489
175,2020-10-05,925126,15422.0,42.12,2489
176,2020-10-05,925126,15432.0,42.12,2489
177,2020-10-05,925176,15535.0,39.18,2495
178,2020-10-05,925177,15401.0,33.69,2489
179,2020-10-05,925183,15408.0,87.27,2492
180,2020-10-05,925183,15547.0,87.27,2492
181,2020-10-05,925183,7000041.0,87.27,2492
182,2020-10-05,925224,2158.0,31.43,2495
183,2020-10-05,925253,15588.0,56.98,2495
184,2020-10-05,925253,15605.0,56.98,2495
185,2020-10-05,925253,15612.0,56.98,2495
186,2020-10-05,925256,2006.0,41.94,2496
187,2020-10-05,925256,2019.0,41.94,2496
188,2020-10-05,925256,2026.0,41.94,2496
189,2020-10-05,925256,2040.0,41.94,2496
190,2020-10-05,925256,2057.0,41.94,2496
191,2020-10-05,925256,2072.0,83.87,2496
192,2020-10-05,925256,7000054.0,41.94,2496
193,2020-10-05,925257,15228.0,31.92,2489
194,2020-10-05,925308,15110.0,42.12,2489
195,2020-10-05,925308,15422.0,42.12,2489
196,2020-10-05,925308,15432.0,42.12,2489
197,2020-10-05,925309,15138.0,42.12,2489
198,2020-10-05,925309,15213.0,42.12,2489
199,2020-10-05,925309,15223.0,42.12,2489
200,2020-10-05,925309,15401.0,42.12,2489
201,2020-10-05,925309,15507.0,44.82,2494
202,2020-10-05,925405,14340.0,58.37,2493
203,2020-10-05,925405,15479.0,58.37,2493
204,2020-10-05,925405,15598.0,58.37,2493
205,2020-10-05,925405,15615.0,58.37,2493
206,2020-10-05,925412,15582.0,67.96,2495
207,2020-10-05,925449,15150.0,131.69,2492
208,2020-10-05,925449,15343.0,131.69,2492
209,2020-10-05,925449,15547.0,131.69,2492
210,2020-10-05,925449,7000041.0,131.69,2492
211,2020-10-05,925517,14417.0,44.64,2491
212,2020-10-05,925517,15161.0,44.64,2491
213,2020-10-05,925517,15176.0,44.64,2491
214,2020-10-05,925517,15358.0,44.64,2491
215,2020-10-05,925517,7000063.0,44.64,2491
216,2020-10-05,925607,2006.0,29.25,2496
217,2020-10-05,925775,15550.0,85.48,2495
218,2020-10-05,925790,2026.0,31.77,2496
219,2020-10-05,925822,15110.0,16.45,2489
220,2020-10-05,925832,2167.0,82.73,2495
221,2020-10-05,925879,2019.0,24.42,2496
222,2020-10-05,925886,2072.0,31.77,2496
223,2020-10-05,925891,15450.0,32.40,2493
224,2020-10-05,925914,15143.0,49.04,2491
225,2020-10-05,925914,15598.0,51.22,2493
226,2020-10-05,925914,7000011.0,102.45,2493
227,2020-10-05,925914,7000018.0,51.22,2493
228,2020-10-05,925914,7000045.0,51.22,2493
229,2020-10-05,925958,2068.0,55.66,2496
230,2020-10-05,925958,7000067.0,55.66,2496
231,2020-10-05,926160,10228.0,21.85,2489
232,2020-10-05,926160,15377.0,21.85,2489
233,2020-10-05,926160,15405.0,21.85,2489
234,2020-10-05,926170,7000059.0,10.61,2494
235,2020-10-05,926200,2047.0,39.43,2496
236,2020-10-05,926200,2057.0,78.86,2496
237,2020-10-05,926200,2068.0,19.71,2496
238,2020-10-05,926200,15560.0,19.71,2496
239,2020-10-05,926200,7000054.0,19.71,2496
240,2020-10-05,926228,2149.0,75.01,2495
241,2020-10-05,926228,15535.0,75.01,2495
242,2020-10-05,926228,15550.0,75.01,2495
243,2020-10-05,926228,15566.0,37.51,2495
244,2020-10-05,926238,14340.0,63.82,2493
245,2020-10-05,926238,14347.0,63.82,2493
246,2020-10-05,926241,7000018.0,54.98,2493
247,2020-10-05,926301,15151.0,30.66,2489
248,2020-10-05,926327,15083.0,37.54,2490
249,2020-10-05,926338,15112.0,36.89,2490
250,2020-10-05,926338,15415.0,36.89,2490
251,2020-10-05,926364,15535.0,56.03,2495
252,2020-10-05,926369,14347.0,48.21,2493
253,2020-10-05,926369,15479.0,48.21,2493
254,2020-10-05,926369,15615.0,48.21,2493
255,2020-10-05,926369,7000038.0,48.21,2493
256,2020-10-05,926410,15112.0,37.66,2490
257,2020-10-05,926440,14417.0,40.60,2491
258,2020-10-05,926485,7000067.0,31.77,2496
259,2020-10-05,926499,15436.0,53.09,2489
260,2020-10-05,926503,15150.0,107.47,2492
261,2020-10-05,926503,15547.0,107.47,2492
262,2020-10-05,926503,15578.0,107.47,2492
263,2020-10-05,926503,7000032.0,107.47,2492
264,2020-10-05,926507,15562.0,92.43,2492
265,2020-10-05,926572,15143.0,18.29,2491
266,2020-10-05,926592,2149.0,85.48,2495
267,2020-10-05,926640,15343.0,102.17,2492
268,2020-10-05,926687,15151.0,42.12,2489
269,2020-10-05,926687,15401.0,42.12,2489
270,2020-10-05,926687,15435.0,42.12,2489
271,2020-10-05,926734,15107.0,39.66,2491
272,2020-10-05,926736,15245.0,38.90,2491
273,2020-10-05,926738,15450.0,47.27,2493
274,2020-10-05,926738,7000045.0,47.27,2493
275,2020-10-05,926740,14347.0,51.58,2493
276,2020-10-05,926740,15450.0,51.58,2493
277,2020-10-05,926740,15615.0,51.58,2493
278,2020-10-05,926740,7000018.0,51.58,2493
279,2020-10-05,926740,7000038.0,51.58,2493
280,2020-10-05,926741,2149.0,115.55,2495
281,2020-10-05,926741,2167.0,115.55,2495
282,2020-10-05,926741,15605.0,115.55,2495
283,2020-10-05,926851,15459.0,28.23,2490
284,2020-10-06,920231,10124.0,29.22,2489
285,2020-10-06,920231,15076.0,57.47,2490
286,2020-10-06,920231,15138.0,29.22,2489
287,2020-10-06,920231,15246.0,87.65,2489
288,2020-10-06,920231,15346.0,58.43,2489
289,2020-10-06,920231,15347.0,29.22,2489
290,2020-10-06,920231,15376.0,29.22,2489
291,2020-10-06,920231,15377.0,29.22,2489
292,2020-10-06,920231,15422.0,29.22,2489
293,2020-10-06,920231,15515.0,87.65,2489
294,2020-10-06,920231,15555.0,29.22,2489
295,2020-10-06,920231,15580.0,29.22,2489
296,2020-10-06,920231,15607.0,29.22,2489
297,2020-10-06,920552,2167.0,41.88,2495
298,2020-10-06,920552,15392.0,126.44,2492
299,2020-10-06,920552,15612.0,41.88,2495
300,2020-10-06,920552,7000032.0,126.44,2492
301,2020-10-06,920552,7000041.0,126.44,2492
302,2020-10-06,920831,10228.0,30.10,2489
303,2020-10-06,920831,15110.0,30.10,2489
304,2020-10-06,920831,15213.0,30.10,2489
305,2020-10-06,920831,15274.0,60.20,2489
306,2020-10-06,920831,15432.0,30.10,2489
307,2020-10-06,920831,15521.0,30.10,2489
308,2020-10-06,920831,7000053.0,30.10,2489
309,2020-10-06,922141,10124.0,18.59,2489
310,2020-10-06,922141,15376.0,18.59,2489
311,2020-10-06,922141,15422.0,18.59,2489
312,2020-10-06,922141,15542.0,18.59,2489
313,2020-10-06,922141,15580.0,18.59,2489
314,2020-10-06,922180,2006.0,203.47,2496
315,2020-10-06,922180,2019.0,135.65,2496
316,2020-10-06,922180,2026.0,67.82,2496
317,2020-10-06,922180,2047.0,67.82,2496
318,2020-10-06,922180,2057.0,67.82,2496
319,2020-10-06,922180,2068.0,67.82,2496
320,2020-10-06,922180,2072.0,203.47,2496
321,2020-10-06,922180,15560.0,135.65,2496
322,2020-10-06,922180,7000013.0,67.82,2496
323,2020-10-06,922180,7000054.0,271.29,2496
324,2020-10-06,922180,7000067.0,135.65,2496
325,2020-10-06,922381,15467.0,36.20,2494
326,2020-10-06,922381,15589.0,36.20,2494
327,2020-10-06,922381,7000062.0,36.20,2494
328,2020-10-06,922543,15358.0,41.52,2491
329,2020-10-06,922543,15566.0,69.31,2495
330,2020-10-06,922667,14417.0,46.93,2491
331,2020-10-06,922667,15107.0,51.95,2491
332,2020-10-06,922667,15143.0,46.93,2491
333,2020-10-06,922667,15161.0,51.95,2491
334,2020-10-06,922667,15431.0,46.93,2491
335,2020-10-06,922667,15460.0,51.95,2491
336,2020-10-06,922667,15516.0,46.93,2491
337,2020-10-06,922667,15589.0,73.19,2494
338,2020-10-06,922667,15611.0,46.93,2491
339,2020-10-06,922667,7000031.0,93.87,2491
340,2020-10-06,922667,7000052.0,46.93,2491
341,2020-10-06,922667,7000059.0,21.18,2494
342,2020-10-06,922667,7000062.0,21.18,2494
343,2020-10-06,922667,7000063.0,46.93,2491
344,2020-10-06,922691,14417.0,28.07,2491
345,2020-10-06,922703,15102.0,7.06,2494
346,2020-10-06,922703,15243.0,40.34,2491
347,2020-10-06,922703,15398.0,7.06,2494
348,2020-10-06,922703,15451.0,41.76,2491
349,2020-10-06,922750,15102.0,11.83,2494
350,2020-10-06,922750,15107.0,47.66,2491
351,2020-10-06,922750,15358.0,59.49,2491
352,2020-10-06,922750,15507.0,11.83,2494
353,2020-10-06,922750,7000062.0,11.83,2494
354,2020-10-06,922985,15102.0,45.68,2494
355,2020-10-06,922985,15143.0,45.68,2491
356,2020-10-06,922985,15243.0,45.68,2491
357,2020-10-06,922985,15431.0,45.68,2491
358,2020-10-06,922985,15451.0,45.68,2491
359,2020-10-06,922985,7000031.0,45.68,2491
360,2020-10-06,922985,7000052.0,45.68,2491
361,2020-10-06,923049,2006.0,46.65,2496
362,2020-10-06,923049,2026.0,46.65,2496
363,2020-10-06,923049,2040.0,46.65,2496
364,2020-10-06,923049,2072.0,46.65,2496
365,2020-10-06,923210,15435.0,15.22,2489
366,2020-10-06,923370,15083.0,162.60,2490
367,2020-10-06,923370,15112.0,162.60,2490
368,2020-10-06,923370,15173.0,162.60,2490
369,2020-10-06,923370,15277.0,54.20,2490
370,2020-10-06,923370,15415.0,162.60,2490
371,2020-10-06,923370,15423.0,108.40,2490
372,2020-10-06,923370,15446.0,108.40,2490
373,2020-10-06,923370,15459.0,54.20,2490
374,2020-10-06,923370,15486.0,54.20,2490
375,2020-10-06,923370,15488.0,108.40,2490
376,2020-10-06,923370,7000029.0,54.20,2490
377,2020-10-06,923370,7000066.0,162.60,2490
378,2020-10-06,923577,2001.0,37.51,2495
379,2020-10-06,923577,2149.0,37.51,2495
380,2020-10-06,923577,2158.0,75.01,2495
381,2020-10-06,923577,2167.0,37.51,2495
382,2020-10-06,923577,15535.0,37.51,2495
383,2020-10-06,923577,15550.0,37.51,2495
384,2020-10-06,923695,10124.0,40.29,2489
385,2020-10-06,923695,15151.0,40.29,2489
386,2020-10-06,923695,15377.0,40.29,2489
387,2020-10-06,923695,15401.0,40.29,2489
388,2020-10-06,923853,15431.0,45.80,2491
389,2020-10-06,923902,15110.0,48.15,2489
390,2020-10-06,923951,15376.0,20.32,2489
391,2020-10-06,923989,15343.0,114.25,2492
392,2020-10-06,923989,15392.0,114.25,2492
393,2020-10-06,923989,15553.0,114.25,2492
394,2020-10-06,924024,15245.0,18.52,2491
395,2020-10-06,924024,15450.0,78.09,2493
396,2020-10-06,924024,15516.0,18.52,2491
397,2020-10-06,924178,15428.0,27.91,2489
398,2020-10-06,924178,15515.0,27.91,2489
399,2020-10-06,924182,14340.0,61.63,2493
400,2020-10-06,924204,2001.0,26.54,2495
401,2020-10-06,924204,15535.0,26.54,2495
402,2020-10-06,924204,15606.0,26.54,2495
403,2020-10-06,924213,14347.0,172.50,2493
404,2020-10-06,924213,15450.0,115.00,2493
405,2020-10-06,924213,15476.0,115.00,2493
406,2020-10-06,924213,15479.0,115.00,2493
407,2020-10-06,924213,15598.0,115.00,2493
408,2020-10-06,924213,15615.0,115.00,2493
409,2020-10-06,924213,7000011.0,115.00,2493
410,2020-10-06,924213,7000018.0,115.00,2493
411,2020-10-06,924213,7000038.0,115.00,2493
412,2020-10-06,924213,7000045.0,115.00,2493
413,2020-10-06,924254,15138.0,43.73,2489
414,2020-10-06,924254,15223.0,43.73,2489
415,2020-10-06,924254,15405.0,43.73,2489
416,2020-10-06,924254,15555.0,43.73,2489
417,2020-10-06,924254,15559.0,43.73,2489
418,2020-10-06,924296,15431.0,37.53,2491
419,2020-10-06,924298,2120.0,141.41,2495
420,2020-10-06,924298,2149.0,35.35,2495
421,2020-10-06,924298,2167.0,35.35,2495
422,2020-10-06,924298,15383.0,47.66,2491
423,2020-10-06,924298,15550.0,70.70,2495
424,2020-10-06,924298,15566.0,70.70,2495
425,2020-10-06,924298,15606.0,70.70,2495
426,2020-10-06,924298,15612.0,35.35,2495
427,2020-10-06,924298,7000008.0,141.41,2495
428,2020-10-06,924298,7000042.0,83.01,2491
429,2020-10-06,924346,15607.0,40.82,2489
430,2020-10-06,924416,15223.0,47.84,2489
431,2020-10-06,924416,7000030.0,47.84,2489
432,2020-10-06,924512,15217.0,214.94,2492
433,2020-10-06,924512,15392.0,107.47,2492
434,2020-10-06,924512,15408.0,107.47,2492
435,2020-10-06,924512,15547.0,107.47,2492
436,2020-10-06,924512,15614.0,107.47,2492
437,2020-10-06,924512,7000041.0,107.47,2492
438,2020-10-06,924570,15228.0,49.24,2489
439,2020-10-06,924577,15150.0,137.10,2492
440,2020-10-06,924577,15539.0,137.10,2492
441,2020-10-06,924577,15578.0,137.10,2492
442,2020-10-06,924641,10228.0,40.46,2489
443,2020-10-06,924641,15422.0,40.46,2489
444,2020-10-06,924641,15428.0,40.46,2489
445,2020-10-06,924641,15438.0,40.46,2489
446,2020-10-06,924656,15398.0,14.78,2494
447,2020-10-06,924656,15467.0,14.78,2494
448,2020-10-06,924656,15507.0,14.78,2494
449,2020-10-06,924774,2006.0,72.78,2496
450,2020-10-06,924774,2040.0,72.78,2496
451,2020-10-06,924788,15467.0,26.95,2494
452,2020-10-06,925022,15112.0,31.63,2490
453,2020-10-06,925022,15486.0,31.63,2490
454,2020-10-06,925127,10228.0,42.12,2489
455,2020-10-06,925127,15213.0,42.12,2489
456,2020-10-06,925127,15228.0,42.12,2489
457,2020-10-06,925127,15422.0,42.12,2489
458,2020-10-06,925127,15436.0,42.12,2489
459,2020-10-06,925127,15542.0,42.12,2489
460,2020-10-06,925252,2019.0,56.52,2496
461,2020-10-06,925252,2047.0,56.52,2496
462,2020-10-06,925252,2057.0,56.52,2496
463,2020-10-06,925252,2072.0,56.52,2496
464,2020-10-06,925252,7000013.0,56.52,2496
465,2020-10-06,925252,7000067.0,56.52,2496
466,2020-10-06,925253,15588.0,56.98,2495
467,2020-10-06,925253,7000056.0,56.98,2495
468,2020-10-06,925333,15347.0,42.12,2489
469,2020-10-06,925333,15405.0,42.12,2489
470,2020-10-06,925333,15460.0,75.59,2491
471,2020-10-06,925402,15550.0,12.81,2495
472,2020-10-06,925406,15476.0,116.74,2493
473,2020-10-06,925406,15479.0,58.37,2493
474,2020-10-06,925406,15598.0,58.37,2493
475,2020-10-06,925406,7000011.0,116.74,2493
476,2020-10-06,925406,7000018.0,58.37,2493
477,2020-10-06,925413,15138.0,42.12,2489
478,2020-10-06,925413,15162.0,42.12,2489
479,2020-10-06,925413,15428.0,42.12,2489
480,2020-10-06,925413,15432.0,42.12,2489
481,2020-10-06,925413,15436.0,42.12,2489
482,2020-10-06,925413,15438.0,42.12,2489
483,2020-10-06,925413,15521.0,42.12,2489
484,2020-10-06,925413,15555.0,42.12,2489
485,2020-10-06,925413,7000030.0,42.12,2489
486,2020-10-06,925413,7000053.0,42.12,2489
487,2020-10-06,925441,2057.0,56.72,2496
488,2020-10-06,925443,15547.0,131.69,2492
489,2020-10-06,925443,15578.0,131.69,2492
490,2020-10-06,925443,15614.0,131.69,2492
491,2020-10-06,925453,2026.0,71.61,2496
492,2020-10-06,925453,15560.0,71.61,2496
493,2020-10-06,925537,2001.0,37.57,2495
494,2020-10-06,925537,15535.0,37.57,2495
495,2020-10-06,925537,15588.0,37.57,2495
496,2020-10-06,925537,15606.0,37.57,2495
497,2020-10-06,925537,7000042.0,66.37,2491
498,2020-10-06,925552,15110.0,34.73,2489
499,2020-10-06,925552,15213.0,34.73,2489
500,2020-10-06,925552,15305.0,34.73,2489
501,2020-10-06,925552,15401.0,34.73,2489
502,2020-10-06,925552,15521.0,34.73,2489
503,2020-10-06,925552,15559.0,34.73,2489
504,2020-10-06,925555,15401.0,24.78,2489
505,2020-10-06,925585,2019.0,62.08,2496
506,2020-10-06,925585,2026.0,31.04,2496
507,2020-10-06,925585,2040.0,62.08,2496
508,2020-10-06,925585,2047.0,31.04,2496
509,2020-10-06,925585,2068.0,31.04,2496
510,2020-10-06,925585,15560.0,31.04,2496
511,2020-10-06,925585,7000013.0,62.08,2496
512,2020-10-06,925585,7000054.0,31.04,2496
513,2020-10-06,925585,7000067.0,62.08,2496
514,2020-10-06,925729,15102.0,1.89,2494
515,2020-10-06,925729,15107.0,38.60,2491
516,2020-10-06,925729,15161.0,38.60,2491
517,2020-10-06,925729,15243.0,36.72,2491
518,2020-10-06,925729,15398.0,3.77,2494
519,2020-10-06,925729,15467.0,37.72,2494
520,2020-10-06,925729,15507.0,1.89,2494
521,2020-10-06,925729,15516.0,36.72,2491
522,2020-10-06,925729,7000059.0,1.89,2494
523,2020-10-06,925748,15083.0,56.45,2490
524,2020-10-06,925748,15112.0,28.23,2490
525,2020-10-06,925748,15173.0,56.45,2490
526,2020-10-06,925748,15277.0,56.45,2490
527,2020-10-06,925748,15415.0,28.23,2490
528,2020-10-06,925748,15423.0,84.67,2490
529,2020-10-06,925748,15446.0,56.45,2490
530,2020-10-06,925748,15459.0,112.90,2490
531,2020-10-06,925748,15486.0,28.23,2490
532,2020-10-06,925748,15488.0,56.45,2490
533,2020-10-06,925748,7000029.0,84.67,2490
534,2020-10-06,925748,7000066.0,56.45,2490
535,2020-10-06,925754,15274.0,48.96,2489
536,2020-10-06,925845,15408.0,56.87,2492
537,2020-10-06,925892,15107.0,52.49,2491
538,2020-10-06,925892,15398.0,17.52,2494
539,2020-10-06,925892,15460.0,52.49,2491
540,2020-10-06,925894,14347.0,32.40,2493
541,2020-10-06,925894,7000038.0,32.40,2493
542,2020-10-06,925918,15450.0,51.22,2493
543,2020-10-06,925918,15598.0,102.45,2493
544,2020-10-06,925918,15615.0,102.45,2493
545,2020-10-06,925918,7000018.0,51.22,2493
546,2020-10-06,925919,2057.0,58.12,2496
547,2020-10-06,926001,15553.0,124.34,2492
548,2020-10-06,926001,15578.0,124.34,2492
549,2020-10-06,926020,2047.0,97.14,2496
550,2020-10-06,926020,2068.0,97.14,2496
551,2020-10-06,926115,15542.0,27.83,2489
552,2020-10-06,926164,2149.0,23.33,2495
553,2020-10-06,926196,15347.0,18.77,2489
554,2020-10-06,926196,15607.0,37.53,2489
555,2020-10-06,926251,15446.0,41.11,2490
556,2020-10-06,926251,15488.0,41.11,2490
557,2020-10-06,926297,15435.0,43.14,2489
558,2020-10-06,926342,15162.0,33.69,2489
559,2020-10-06,926342,15305.0,33.69,2489
560,2020-10-06,926357,15223.0,33.84,2489
561,2020-10-06,926357,15435.0,33.84,2489
562,2020-10-06,926371,14340.0,67.73,2493
563,2020-10-06,926414,7000029.0,37.66,2490
564,2020-10-06,926559,15539.0,139.82,2492
565,2020-10-06,926570,2149.0,33.51,2495
566,2020-10-06,926598,14417.0,77.91,2491
567,2020-10-06,926598,15161.0,43.94,2491
568,2020-10-06,926598,15176.0,116.86,2491
569,2020-10-06,926598,15245.0,116.86,2491
570,2020-10-06,926598,15516.0,38.95,2491
571,2020-10-06,926598,15611.0,77.91,2491
572,2020-10-06,926598,7000031.0,38.95,2491
573,2020-10-06,926598,7000052.0,38.95,2491
574,2020-10-06,926598,7000059.0,42.76,2494
575,2020-10-06,926598,7000062.0,11.92,2494
576,2020-10-06,926598,7000063.0,77.91,2491
577,2020-10-06,926715,15150.0,87.27,2492
