WEEK;DATE;TRUCK_NBR;DRIVER_NBR;ORDER_ID;BEGIN;END;t1;t2;QUANTITY
40;2020-10-01;388;15422,0;926108;07:41:51;17:50:44;42,11666666666667;42,11666666666667;3,0
40;2020-10-01;389;15446,0;921362;08:50:00;17:20:32;21,31;21,31;16,0
40;2020-10-01;389;15446,0;922328;08:50:00;17:20:32;12,25;12,25;6,0
40;2020-10-01;389;15446,0;926122;08:50:00;17:20:32;24,59333333333333;24,59333333333333;7,0
40;2020-10-01;390;15459,0;920825;08:44:42;16:42:26;30,101666666666667;30,101666666666667;7,0
40;2020-10-01;390;15459,0;924086;08:44:42;16:42:26;34,71666666666667;34,71666666666667;6,5
40;2020-10-01;391;15488,0;922746;09:34:52;17:47:01;46,63166666666667;46,63166666666667;7,0
40;2020-10-01;391;15488,0;922914;09:34:52;17:47:01;52,038333333333334;37,56833333333334;8,0
40;2020-10-01;391;15488,0;923345;09:34:52;17:47:01;38,894999999999996;38,894999999999996;8,0
40;2020-10-01;392;15432,0;922205;07:55:01;16:58:51;40,19333333333334;40,19333333333334;7,0
40;2020-10-01;392;15432,0;923036;07:55:01;16:58:51;39,718333333333334;39,718333333333334;6,0
40;2020-10-01;392;15432,0;924758;07:55:01;16:58:51;34,73166666666667;34,73166666666667;6,5
40;2020-10-01;426;15070,0;917231;06:57:28;17:10:50;4,235;4,235;8,0
40;2020-10-01;426;15070,0;922328;06:57:28;17:10:50;12,25;12,25;8,0
40;2020-10-01;426;15070,0;922539;06:57:28;17:10:50;41,52833333333333;41,52833333333333;8,0
40;2020-10-01;426;15070,0;923345;06:57:28;17:10:50;38,894999999999996;38,894999999999996;8,0
40;2020-10-01;430;7000067,0;921718;07:46:13;16:49:10;62,16166666666666;62,16166666666666;3,0
40;2020-10-01;430;7000067,0;925561;07:46:13;16:49:10;41,175;41,175;7,0
40;2020-10-01;430;7000067,0;926058;07:46:13;16:49:10;63,53;63,53;20,0
40;2020-10-01;433;15369,0;923345;09:02:09;13:07:27;77,78999999999999;77,78999999999999;16,0
40;2020-10-01;436;15555,0;920825;08:18:24;17:32:51;90,305;90,305;19,0
