;date;driver;distance;driverLoc
69;2020-10-05;15486.0;76.78;2490
70;2020-10-05;15488.0;75.82;2490
71;2020-10-05;15507.0;73.05;2494
72;2020-10-05;15516.0;62.93;2491
73;2020-10-05;15535.0;170.23;2495
74;2020-10-05;15547.0;546.19;2492
75;2020-10-05;15550.0;243.22;2495
76;2020-10-05;15553.0;454.56;2492
77;2020-10-05;15558.0;61.68;2490
78;2020-10-05;15560.0;208.24;2496
79;2020-10-05;15562.0;624.39;2492
80;2020-10-05;15566.0;105.09;2495
81;2020-10-05;15578.0;521.83;2492
82;2020-10-05;15582.0;192.57;2495
83;2020-10-05;15588.0;152.16;2495
84;2020-10-05;15598.0;237.07;2493
85;2020-10-05;15605.0;225.84;2495
86;2020-10-05;15606.0;158.11;2495
87;2020-10-05;15611.0;69.98;2491
88;2020-10-05;15612.0;181.59;2495
89;2020-10-05;15614.0;407.06;2492
90;2020-10-05;15615.0;158.16;2493
91;2020-10-05;7000011.0;270.98;2493
92;2020-10-05;7000018.0;157.78;2493
93;2020-10-05;7000029.0;75.28;2490
94;2020-10-05;7000031.0;60.11;2491
95;2020-10-05;7000032.0;469.60;2492
96;2020-10-05;7000038.0;99.79;2493
97;2020-10-05;7000041.0;418.86;2492
98;2020-10-05;7000042.0;60.77;2491
99;2020-10-05;7000045.0;98.49;2493
100;2020-10-05;7000052.0;59.04;2491
101;2020-10-05;7000054.0;168.71;2496
102;2020-10-05;7000056.0;83.75;2495
103;2020-10-05;7000059.0;31.78;2494
104;2020-10-05;7000062.0;39.52;2494
105;2020-10-05;7000063.0;83.42;2491
106;2020-10-05;7000066.0;73.84;2490
107;2020-10-05;7000067.0;210.94;2496
108;2020-10-06;1.0;3232.43;2496
109;2020-10-06;2001.0;165.87;2495
110;2020-10-06;2006.0;322.90;2496
111;2020-10-06;2019.0;285.49;2496
112;2020-10-06;2026.0;217.13;2496
113;2020-10-06;2040.0;181.51;2496
114;2020-10-06;2047.0;252.53;2496
115;2020-10-06;2057.0;239.18;2496
116;2020-10-06;2068.0;196.00;2496
117;2020-10-06;2072.0;306.65;2496
118;2020-10-06;2120.0;141.41;2495
119;2020-10-06;2149.0;129.69;2495
120;2020-10-06;2158.0;138.14;2495
121;2020-10-06;2167.0;197.47;2495
122;2020-10-06;10124.0;88.09;2489
123;2020-10-06;10228.0;112.68;2489
124;2020-10-06;14340.0;129.37;2493
125;2020-10-06;14347.0;204.90;2493
126;2020-10-06;14417.0;152.91;2491
127;2020-10-06;15076.0;57.47;2490
128;2020-10-06;15083.0;219.05;2490
129;2020-10-06;15102.0;66.45;2494
130;2020-10-06;15107.0;89.28;2491
131;2020-10-06;15110.0;140.27;2489
132;2020-10-06;15112.0;222.46;2490
133;2020-10-06;15138.0;115.07;2489
134;2020-10-06;15143.0;132.20;2491
135;2020-10-06;15150.0;362.33;2492
136;2020-10-06;15151.0;40.29;2489
137;2020-10-06;15161.0;68.90;2491
138;2020-10-06;15162.0;152.32;2489
139;2020-10-06;15173.0;219.05;2490
140;2020-10-06;15176.0;205.18;2491
141;2020-10-06;15213.0;106.95;2489
142;2020-10-06;15217.0;333.56;2492
143;2020-10-06;15223.0;125.41;2489
144;2020-10-06;15228.0;91.35;2489
145;2020-10-06;15243.0;122.73;2491
146;2020-10-06;15245.0;135.38;2491
147;2020-10-06;15246.0;87.65;2489
148;2020-10-06;15274.0;109.16;2489
149;2020-10-06;15277.0;147.09;2490
150;2020-10-06;15305.0;68.42;2489
151;2020-10-06;15343.0;237.43;2492
152;2020-10-06;15346.0;58.43;2489
153;2020-10-06;15347.0;90.10;2489
154;2020-10-06;15358.0;66.31;2491
155;2020-10-06;15376.0;68.13;2489
156;2020-10-06;15377.0;69.50;2489
157;2020-10-06;15383.0;149.80;2491
158;2020-10-06;15392.0;348.16;2492
159;2020-10-06;15398.0;43.14;2494
160;2020-10-06;15401.0;141.92;2489
161;2020-10-06;15405.0;115.46;2489
162;2020-10-06;15408.0;251.60;2492
163;2020-10-06;15414.0;293.15;2492
164;2020-10-06;15415.0;190.82;2490
165;2020-10-06;15422.0;130.39;2489
166;2020-10-06;15423.0;202.23;2490
167;2020-10-06;15428.0;110.49;2489
168;2020-10-06;15431.0;175.93;2491
169;2020-10-06;15432.0;100.82;2489
170;2020-10-06;15435.0;92.20;2489
171;2020-10-06;15436.0;113.85;2489
172;2020-10-06;15438.0;82.58;2489
173;2020-10-06;15446.0;205.96;2490
174;2020-10-06;15450.0;244.32;2493
175;2020-10-06;15451.0;87.44;2491
176;2020-10-06;15457.0;389.48;2492
177;2020-10-06;15459.0;167.10;2490
178;2020-10-06;15460.0;118.50;2491
179;2020-10-06;15467.0;113.50;2494
180;2020-10-06;15476.0;231.74;2493
181;2020-10-06;15479.0;173.37;2493
182;2020-10-06;15486.0;114.06;2490
183;2020-10-06;15488.0;205.96;2490
184;2020-10-06;15507.0;28.50;2494
185;2020-10-06;15515.0;115.56;2489
186;2020-10-06;15516.0;141.13;2491
187;2020-10-06;15521.0;106.95;2489
188;2020-10-06;15535.0;256.85;2495
189;2020-10-06;15539.0;384.39;2492
190;2020-10-06;15542.0;88.54;2489
191;2020-10-06;15547.0;403.49;2492
192;2020-10-06;15550.0;121.02;2495
193;2020-10-06;15553.0;346.06;2492
194;2020-10-06;15555.0;115.07;2489
195;2020-10-06;15559.0;120.58;2489
196;2020-10-06;15560.0;269.54;2496
197;2020-10-06;15562.0;302.21;2492
198;2020-10-06;15566.0;225.49;2495
199;2020-10-06;15578.0;393.13;2492
200;2020-10-06;15580.0;84.06;2489
201;2020-10-06;15588.0;139.41;2495
202;2020-10-06;15589.0;107.09;2494
203;2020-10-06;15598.0;275.82;2493
204;2020-10-06;15605.0;81.54;2495
205;2020-10-06;15606.0;134.81;2495
206;2020-10-06;15607.0;107.57;2489
207;2020-10-06;15611.0;124.84;2491
208;2020-10-06;15612.0;134.21;2495
209;2020-10-06;15614.0;326.42;2492
210;2020-10-06;15615.0;217.45;2493
211;2020-10-06;7000008.0;141.41;2495
212;2020-10-06;7000011.0;231.74;2493
213;2020-10-06;7000013.0;186.42;2496
214;2020-10-06;7000018.0;224.59;2493
215;2020-10-06;7000029.0;176.53;2490
216;2020-10-06;7000030.0;106.93;2489
217;2020-10-06;7000031.0;178.50;2491
218;2020-10-06;7000032.0;248.45;2492
219;2020-10-06;7000038.0;169.06;2493
220;2020-10-06;7000041.0;336.08;2492
221;2020-10-06;7000042.0;137.07;2491
222;2020-10-06;7000045.0;115.00;2493
223;2020-10-06;7000052.0;131.56;2491
224;2020-10-06;7000053.0;101.83;2489
225;2020-10-06;7000054.0;302.33;2496
226;2020-10-06;7000056.0;56.98;2495
227;2020-10-06;7000059.0;64.82;2494
228;2020-10-06;7000062.0;81.13;2494
229;2020-10-06;7000063.0;124.84;2491
230;2020-10-06;7000066.0;219.05;2490
231;2020-10-06;7000067.0;254.25;2496
232;2020-10-07;1.0;471.23;2496
233;2020-10-07;2001.0;128.26;2495
234;2020-10-07;2006.0;153.54;2496
235;2020-10-07;2019.0;84.20;2496
236;2020-10-07;2026.0;173.56;2496
237;2020-10-07;2040.0;213.64;2496
238;2020-10-07;2047.0;153.37;2496
239;2020-10-07;2057.0;164.64;2496
240;2020-10-07;2068.0;153.37;2496
241;2020-10-07;2072.0;144.30;2496
242;2020-10-07;2120.0;100.14;2495
243;2020-10-07;2149.0;80.87;2495
244;2020-10-07;2158.0;100.14;2495
245;2020-10-07;10124.0;99.50;2489
246;2020-10-07;10228.0;206.76;2489
247;2020-10-07;14340.0;172.50;2493
248;2020-10-07;14347.0;115.00;2493
249;2020-10-07;14417.0;123.24;2491
250;2020-10-07;15062.0;69.98;2490
251;2020-10-07;15083.0;80.67;2490
252;2020-10-07;15102.0;37.12;2494
253;2020-10-07;15107.0;108.20;2491
254;2020-10-07;15110.0;114.27;2489
255;2020-10-07;15112.0;80.92;2490
256;2020-10-07;15138.0;104.53;2489
257;2020-10-07;15143.0;136.61;2491
258;2020-10-07;15150.0;198.80;2492
259;2020-10-07;15151.0;112.35;2489
260;2020-10-07;15162.0;114.43;2489
261;2020-10-07;15173.0;92.92;2490
262;2020-10-07;15176.0;116.66;2491
263;2020-10-07;15213.0;87.48;2489
264;2020-10-07;15217.0;87.27;2492
265;2020-10-07;15223.0;121.22;2489
266;2020-10-07;15243.0;180.87;2491
267;2020-10-07;15245.0;75.48;2491
268;2020-10-07;15246.0;73.97;2489
269;2020-10-07;15274.0;97.41;2489
270;2020-10-07;15277.0;115.48;2490
271;2020-10-07;15305.0;72.55;2489
272;2020-10-07;15343.0;179.70;2492
273;2020-10-07;15346.0;73.97;2489
274;2020-10-07;15347.0;121.11;2489
275;2020-10-07;15358.0;73.77;2491
276;2020-10-07;15376.0;83.54;2489
277;2020-10-07;15377.0;110.95;2489
278;2020-10-07;15383.0;83.58;2491
279;2020-10-07;15392.0;229.53;2492
280;2020-10-07;15398.0;42.45;2494
281;2020-10-07;15401.0;96.27;2489
282;2020-10-07;15405.0;79.10;2489
283;2020-10-07;15408.0;311.64;2492
284;2020-10-07;15414.0;217.44;2492
285;2020-10-07;15422.0;84.73;2489
286;2020-10-07;15423.0;103.69;2490
287;2020-10-07;15428.0;59.05;2489
288;2020-10-07;15431.0;88.14;2491
289;2020-10-07;15432.0;70.02;2489
290;2020-10-07;15435.0;75.63;2489
291;2020-10-07;15436.0;73.97;2489
292;2020-10-07;15438.0;100.86;2489
293;2020-10-07;15446.0;80.92;2490
294;2020-10-07;15450.0;115.00;2493
295;2020-10-07;15451.0;67.67;2491
296;2020-10-07;15457.0;87.27;2492
297;2020-10-07;15459.0;69.13;2490
298;2020-10-07;15460.0;108.07;2491
299;2020-10-07;15467.0;66.25;2494
300;2020-10-07;15476.0;115.00;2493
301;2020-10-07;15479.0;79.16;2493
302;2020-10-07;15486.0;75.94;2490
303;2020-10-07;15488.0;77.85;2490
304;2020-10-07;15507.0;85.42;2494
305;2020-10-07;15515.0;84.23;2489
306;2020-10-07;15516.0;121.68;2491
307;2020-10-07;15521.0;78.81;2489
308;2020-10-07;15535.0;147.53;2495
309;2020-10-07;15539.0;92.43;2492
310;2020-10-07;15542.0;79.10;2489
311;2020-10-07;15547.0;224.37;2492
312;2020-10-07;15550.0;61.60;2495
313;2020-10-07;15553.0;171.11;2492
314;2020-10-07;15555.0;60.71;2489
315;2020-10-07;15558.0;90.21;2490
316;2020-10-07;15559.0;99.44;2489
317;2020-10-07;15560.0;31.77;2496
318;2020-10-07;15562.0;224.37;2492
319;2020-10-07;15566.0;147.53;2495
320;2020-10-07;15578.0;231.40;2492
321;2020-10-07;15580.0;98.38;2489
322;2020-10-07;15582.0;145.81;2495
323;2020-10-07;15588.0;168.06;2495
324;2020-10-07;15589.0;96.29;2494
325;2020-10-07;15598.0;115.00;2493
326;2020-10-07;15605.0;146.66;2495
327;2020-10-07;15606.0;60.34;2495
328;2020-10-07;15607.0;126.21;2489
329;2020-10-07;15611.0;120.95;2491
330;2020-10-07;15612.0;80.87;2495
331;2020-10-07;15614.0;144.14;2492
332;2020-10-07;15615.0;180.59;2493
333;2020-10-07;7000008.0;79.60;2495
334;2020-10-07;7000011.0;115.00;2493
335;2020-10-07;7000013.0;210.30;2496
336;2020-10-07;7000018.0;115.00;2493
337;2020-10-07;7000029.0;59.46;2490
338;2020-10-07;7000030.0;79.10;2489
339;2020-10-07;7000031.0;86.95;2491
340;2020-10-07;7000032.0;144.13;2492
341;2020-10-07;7000038.0;115.00;2493
342;2020-10-07;7000041.0;230.04;2492
343;2020-10-07;7000042.0;89.67;2491
344;2020-10-07;7000045.0;57.50;2493
345;2020-10-07;7000052.0;110.12;2491
346;2020-10-07;7000053.0;169.88;2489
347;2020-10-07;7000054.0;133.06;2496
348;2020-10-07;7000056.0;167.39;2495
349;2020-10-07;7000059.0;63.94;2494
350;2020-10-07;7000062.0;85.38;2494
351;2020-10-07;7000063.0;61.27;2491
352;2020-10-07;7000065.0;69.13;2490
353;2020-10-07;7000066.0;79.65;2490
354;2020-10-07;7000067.0;167.53;2496
355;2020-10-07;7000069.0;89.20;2491
356;2020-10-08;1.0;2772.86;2496
357;2020-10-08;2001.0;227.11;2495
358;2020-10-08;2006.0;206.39;2496
359;2020-10-08;2019.0;257.28;2496
360;2020-10-08;2026.0;157.97;2496
361;2020-10-08;2040.0;231.34;2496
362;2020-10-08;2047.0;170.59;2496
363;2020-10-08;2057.0;157.97;2496
364;2020-10-08;2068.0;155.88;2496
365;2020-10-08;2072.0;189.74;2496
366;2020-10-08;2120.0;229.77;2495
367;2020-10-08;2149.0;223.87;2495
368;2020-10-08;2158.0;150.89;2495
369;2020-10-08;2167.0;219.33;2495
370;2020-10-08;10124.0;80.57;2489
371;2020-10-08;10228.0;146.27;2489
372;2020-10-08;14340.0;244.00;2493
373;2020-10-08;14347.0;232.89;2493
374;2020-10-08;14417.0;145.41;2491
375;2020-10-08;15076.0;90.49;2490
376;2020-10-08;15083.0;116.05;2490
377;2020-10-08;15102.0;67.65;2494
378;2020-10-08;15103.0;68.33;2490
379;2020-10-08;15107.0;129.36;2491
380;2020-10-08;15110.0;139.89;2489
381;2020-10-08;15112.0;149.60;2490
382;2020-10-08;15138.0;134.93;2489
383;2020-10-08;15143.0;185.84;2491
384;2020-10-08;15150.0;282.93;2492
385;2020-10-08;15151.0;107.38;2489
386;2020-10-08;15161.0;308.72;2491
387;2020-10-08;15162.0;106.46;2489
388;2020-10-08;15173.0;152.27;2490
389;2020-10-08;15176.0;213.60;2491
390;2020-10-08;15213.0;96.49;2489
391;2020-10-08;15217.0;415.52;2492
392;2020-10-08;15223.0;84.09;2489
393;2020-10-08;15243.0;266.89;2491
394;2020-10-08;15245.0;60.79;2491
395;2020-10-08;15246.0;74.37;2489
396;2020-10-08;15274.0;89.38;2489
397;2020-10-08;15277.0;109.90;2490
398;2020-10-08;15305.0;47.70;2489
399;2020-10-08;15347.0;71.92;2489
400;2020-10-08;15358.0;222.92;2491
401;2020-10-08;15369.0;118.72;2490
402;2020-10-08;15376.0;61.98;2489
403;2020-10-08;15377.0;61.98;2489
404;2020-10-08;15383.0;266.11;2491
405;2020-10-08;15392.0;308.05;2492
406;2020-10-08;15401.0;137.91;2489
407;2020-10-08;15408.0;132.21;2492
408;2020-10-08;15414.0;421.12;2492
409;2020-10-08;15422.0;125.22;2489
410;2020-10-08;15423.0;62.27;2490
411;2020-10-08;15428.0;118.97;2489
412;2020-10-08;15431.0;195.22;2491
413;2020-10-08;15432.0;72.25;2489
414;2020-10-08;15435.0;111.22;2489
415;2020-10-08;15436.0;43.38;2489
416;2020-10-08;15438.0;89.25;2489
417;2020-10-08;15446.0;146.45;2490
418;2020-10-08;15450.0;234.33;2493
419;2020-10-08;15451.0;253.40;2491
420;2020-10-08;15457.0;369.14;2492
421;2020-10-08;15459.0;128.88;2490
422;2020-10-08;15460.0;351.96;2491
423;2020-10-08;15467.0;61.68;2494
424;2020-10-08;15476.0;233.37;2493
425;2020-10-08;15479.0;245.44;2493
426;2020-10-08;15486.0;125.73;2490
427;2020-10-08;15488.0;152.51;2490
428;2020-10-08;15507.0;122.05;2494
429;2020-10-08;15515.0;95.97;2489
430;2020-10-08;15516.0;215.91;2491
431;2020-10-08;15521.0;85.50;2489
432;2020-10-08;15535.0;229.36;2495
433;2020-10-08;15539.0;390.75;2492
434;2020-10-08;15542.0;104.88;2489
435;2020-10-08;15547.0;328.69;2492
436;2020-10-08;15550.0;233.46;2495
437;2020-10-08;15553.0;364.04;2492
438;2020-10-08;15555.0;113.06;2489
439;2020-10-08;15558.0;149.60;2490
440;2020-10-08;15559.0;96.63;2489
441;2020-10-08;15560.0;151.62;2496
442;2020-10-08;15566.0;102.66;2495
443;2020-10-08;15578.0;476.25;2492
444;2020-10-08;15580.0;130.45;2489
445;2020-10-08;15582.0;148.16;2495
446;2020-10-08;15588.0;279.84;2495
447;2020-10-08;15589.0;117.50;2494
448;2020-10-08;15598.0;238.46;2493
449;2020-10-08;15605.0;235.51;2495
450;2020-10-08;15606.0;191.70;2495
451;2020-10-08;15607.0;85.72;2489
452;2020-10-08;15611.0;215.93;2491
453;2020-10-08;15612.0;250.33;2495
454;2020-10-08;15614.0;468.18;2492
455;2020-10-08;15615.0;196.09;2493
456;2020-10-08;7000008.0;216.14;2495
457;2020-10-08;7000011.0;185.05;2493
458;2020-10-08;7000013.0;172.10;2496
459;2020-10-08;7000018.0;229.82;2493
460;2020-10-08;7000029.0;121.87;2490
461;2020-10-08;7000030.0;116.88;2489
462;2020-10-08;7000031.0;243.85;2491
463;2020-10-08;7000032.0;424.99;2492
464;2020-10-08;7000038.0;198.49;2493
465;2020-10-08;7000041.0;384.17;2492
466;2020-10-08;7000042.0;241.73;2491
467;2020-10-08;7000045.0;117.89;2493
468;2020-10-08;7000052.0;150.82;2491
469;2020-10-08;7000053.0;137.91;2489
470;2020-10-08;7000054.0;154.91;2496
471;2020-10-08;7000056.0;169.68;2495
472;2020-10-08;7000059.0;95.79;2494
473;2020-10-08;7000062.0;88.87;2494
474;2020-10-08;7000063.0;173.29;2491
475;2020-10-08;7000065.0;110.88;2490
476;2020-10-08;7000066.0;149.60;2490
477;2020-10-08;7000067.0;146.17;2496
478;2020-10-08;7000069.0;125.32;2491
479;2020-10-09;1.0;2411.26;2496
480;2020-10-09;2001.0;100.52;2495
481;2020-10-09;2006.0;121.64;2496
482;2020-10-09;2019.0;109.50;2496
483;2020-10-09;2022.0;165.76;2496
484;2020-10-09;2026.0;151.16;2496
485;2020-10-09;2040.0;136.10;2496
486;2020-10-09;2047.0;89.87;2496
487;2020-10-09;2057.0;224.20;2496
488;2020-10-09;2068.0;127.06;2496
489;2020-10-09;2072.0;165.30;2496
490;2020-10-09;2120.0;91.81;2495
491;2020-10-09;2149.0;169.52;2495
492;2020-10-09;2158.0;188.63;2495
493;2020-10-09;10124.0;59.45;2489
494;2020-10-09;10228.0;75.41;2489
495;2020-10-09;14340.0;188.68;2493
496;2020-10-09;14347.0;174.49;2493
497;2020-10-09;14417.0;98.73;2491
498;2020-10-09;15062.0;128.92;2490
499;2020-10-09;15076.0;153.56;2490
500;2020-10-09;15083.0;124.65;2490
501;2020-10-09;15102.0;85.84;2494
502;2020-10-09;15103.0;115.17;2490
503;2020-10-09;15107.0;74.48;2491
504;2020-10-09;15112.0;90.39;2490
505;2020-10-09;15143.0;163.08;2491
506;2020-10-09;15150.0;449.70;2492
507;2020-10-09;15151.0;84.42;2489
508;2020-10-09;15161.0;142.55;2491
509;2020-10-09;15173.0;105.90;2490
510;2020-10-09;15176.0;129.09;2491
511;2020-10-09;15213.0;102.23;2489
512;2020-10-09;15223.0;88.39;2489
513;2020-10-09;15228.0;106.87;2489
514;2020-10-09;15243.0;168.66;2491
515;2020-10-09;15245.0;154.09;2491
516;2020-10-09;15246.0;81.21;2489
517;2020-10-09;15274.0;91.22;2489
518;2020-10-09;15277.0;100.57;2490
519;2020-10-09;15305.0;78.71;2489
520;2020-10-09;15358.0;123.79;2491
521;2020-10-09;15369.0;70.25;2490
522;2020-10-09;15376.0;84.04;2489
523;2020-10-09;15377.0;40.52;2489
524;2020-10-09;15383.0;152.83;2491
525;2020-10-09;15392.0;342.84;2492
526;2020-10-09;15398.0;78.78;2494
527;2020-10-09;15401.0;66.19;2489
528;2020-10-09;15405.0;87.94;2489
529;2020-10-09;15408.0;414.99;2492
530;2020-10-09;15414.0;362.43;2492
531;2020-10-09;15422.0;99.55;2489
532;2020-10-09;15423.0;127.96;2490
533;2020-10-09;15428.0;90.69;2489
534;2020-10-09;15431.0;93.60;2491
535;2020-10-09;15435.0;97.01;2489
536;2020-10-09;15436.0;110.44;2489
537;2020-10-09;15438.0;65.47;2489
538;2020-10-09;15446.0;93.56;2490
539;2020-10-09;15450.0;188.68;2493
540;2020-10-09;15451.0;134.61;2491
541;2020-10-09;15457.0;416.46;2492
542;2020-10-09;15459.0;121.60;2490
543;2020-10-09;15467.0;56.44;2494
544;2020-10-09;15476.0;188.68;2493
545;2020-10-09;15479.0;196.78;2493
546;2020-10-09;15486.0;80.74;2490
547;2020-10-09;15488.0;146.29;2490
548;2020-10-09;15521.0;89.58;2489
549;2020-10-09;15535.0;171.54;2495
550;2020-10-09;15542.0;76.85;2489
551;2020-10-09;15547.0;296.55;2492
552;2020-10-09;15553.0;337.53;2492
553;2020-10-09;15555.0;81.30;2489
554;2020-10-09;15558.0;153.86;2490
555;2020-10-09;15560.0;200.10;2496
556;2020-10-09;15562.0;315.76;2492
557;2020-10-09;15566.0;116.16;2495
558;2020-10-09;15578.0;351.55;2492
559;2020-10-09;15580.0;87.06;2489
560;2020-10-09;15582.0;209.73;2495
561;2020-10-09;15588.0;181.43;2495
562;2020-10-09;15589.0;81.48;2494
563;2020-10-09;15598.0;131.18;2493
564;2020-10-09;15605.0;145.96;2495
565;2020-10-09;15607.0;81.31;2489
566;2020-10-09;15611.0;135.25;2491
567;2020-10-09;15612.0;192.73;2495
568;2020-10-09;15614.0;262.72;2492
569;2020-10-09;15615.0;196.78;2493
570;2020-10-09;7000008.0;108.89;2495
571;2020-10-09;7000011.0;199.79;2493
572;2020-10-09;7000013.0;194.88;2496
573;2020-10-09;7000029.0;105.13;2490
574;2020-10-09;7000030.0;113.93;2489
575;2020-10-09;7000031.0;93.64;2491
576;2020-10-09;7000032.0;338.42;2492
577;2020-10-09;7000038.0;196.78;2493
578;2020-10-09;7000041.0;324.37;2492
579;2020-10-09;7000042.0;191.66;2491
580;2020-10-09;7000045.0;196.78;2493
581;2020-10-09;7000052.0;56.66;2491
582;2020-10-09;7000053.0;78.28;2489
583;2020-10-09;7000054.0;115.17;2496
584;2020-10-09;7000056.0;158.95;2495
585;2020-10-09;7000059.0;44.84;2494
586;2020-10-09;7000062.0;106.38;2494
587;2020-10-09;7000063.0;52.54;2491
588;2020-10-09;7000065.0;88.75;2490
589;2020-10-09;7000066.0;134.32;2490
590;2020-10-09;7000067.0;121.90;2496
591;2020-10-09;7000069.0;74.76;2491
592;2020-10-10;15161.0;55.86;2491
593;2020-10-10;15398.0;80.57;2494
594;2020-10-10;15405.0;82.95;2489
595;2020-10-10;15422.0;83.30;2489
596;2020-10-10;15431.0;104.87;2491
597;2020-10-10;15467.0;68.65;2494
598;2020-10-10;15555.0;94.86;2489
599;2020-10-10;7000029.0;125.08;2490
600;2020-10-10;7000030.0;76.25;2489
601;2020-10-10;7000031.0;79.69;2491
602;2020-10-10;7000059.0;47.66;2494
603;2020-10-10;7000063.0;79.69;2491
604;2020-10-10;7000069.0;79.69;2491
605;2020-10-19;1.0;2019.44;2496
606;2020-10-19;2001.0;81.76;2495
607;2020-10-19;2006.0;136.86;2496
608;2020-10-19;2019.0;157.38;2496
609;2020-10-19;2022.0;114.02;2496
610;2020-10-19;2023.0;183.05;2496
611;2020-10-19;2026.0;162.51;2496
612;2020-10-19;2040.0;233.39;2496
613;2020-10-19;2047.0;162.79;2496
614;2020-10-19;2068.0;123.68;2496
615;2020-10-19;2072.0;135.15;2496
616;2020-10-19;2120.0;75.01;2495
617;2020-10-19;2149.0;91.17;2495
618;2020-10-19;2158.0;192.78;2495
619;2020-10-19;2167.0;208.10;2495
620;2020-10-19;10124.0;77.33;2489
621;2020-10-19;10228.0;137.07;2489
622;2020-10-19;14347.0;254.28;2493
623;2020-10-19;14417.0;171.91;2491
624;2020-10-19;15017.0;78.02;2489
625;2020-10-19;15070.0;127.27;2491
626;2020-10-19;15083.0;119.95;2490
627;2020-10-19;15102.0;119.80;2494
628;2020-10-19;15103.0;100.35;2490
629;2020-10-19;15110.0;103.43;2489
630;2020-10-19;15112.0;182.48;2490
631;2020-10-19;15138.0;112.57;2489
632;2020-10-19;15143.0;128.49;2491
633;2020-10-19;15150.0;331.29;2492
634;2020-10-19;15151.0;99.71;2489
635;2020-10-19;15161.0;223.57;2491
636;2020-10-19;15162.0;113.95;2489
637;2020-10-19;15173.0;162.55;2490
638;2020-10-19;15176.0;218.53;2491
639;2020-10-19;15213.0;77.19;2489
640;2020-10-19;15217.0;352.32;2492
641;2020-10-19;15223.0;77.07;2489
642;2020-10-19;15228.0;109.06;2489
643;2020-10-19;15243.0;165.69;2491
644;2020-10-19;15246.0;77.19;2489
645;2020-10-19;15274.0;169.05;2489
646;2020-10-19;15277.0;138.10;2490
647;2020-10-19;15305.0;57.74;2489
648;2020-10-19;15343.0;366.45;2492
649;2020-10-19;15346.0;77.06;2489
650;2020-10-19;15347.0;160.34;2489
651;2020-10-19;15369.0;183.89;2490
652;2020-10-19;15376.0;96.12;2489
653;2020-10-19;15377.0;77.06;2489
654;2020-10-19;15383.0;264.96;2491
655;2020-10-19;15392.0;279.04;2492
656;2020-10-19;15398.0;98.60;2494
657;2020-10-19;15401.0;85.76;2489
658;2020-10-19;15405.0;100.67;2489
659;2020-10-19;15408.0;303.68;2492
660;2020-10-19;15409.0;167.23;2491
661;2020-10-19;15414.0;367.01;2492
662;2020-10-19;15421.0;173.58;2495
663;2020-10-19;15422.0;169.05;2489
664;2020-10-19;15423.0;173.47;2490
665;2020-10-19;15428.0;100.18;2489
666;2020-10-19;15431.0;176.64;2491
667;2020-10-19;15432.0;100.67;2489
668;2020-10-19;15435.0;135.70;2489
669;2020-10-19;15436.0;113.60;2489
670;2020-10-19;15438.0;38.66;2489
671;2020-10-19;15450.0;178.93;2493
672;2020-10-19;15451.0;149.78;2491
673;2020-10-19;15457.0;340.96;2492
674;2020-10-19;15459.0;153.61;2490
675;2020-10-19;15460.0;264.96;2491
676;2020-10-19;15467.0;94.81;2494
677;2020-10-19;15479.0;251.02;2493
678;2020-10-19;15486.0;153.61;2490
679;2020-10-19;15507.0;79.22;2494
680;2020-10-19;15515.0;57.59;2489
681;2020-10-19;15516.0;80.85;2491
682;2020-10-19;15521.0;146.04;2489
683;2020-10-19;15526.0;93.54;2495
684;2020-10-19;15535.0;200.78;2495
685;2020-10-19;15539.0;303.68;2492
686;2020-10-19;15542.0;85.73;2489
687;2020-10-19;15547.0;291.60;2492
688;2020-10-19;15550.0;150.69;2495
689;2020-10-19;15553.0;376.97;2492
690;2020-10-19;15558.0;143.11;2490
691;2020-10-19;15559.0;121.95;2489
692;2020-10-19;15560.0;159.30;2496
693;2020-10-19;15562.0;272.40;2492
694;2020-10-19;15566.0;157.43;2495
695;2020-10-19;15578.0;264.10;2492
696;2020-10-19;15580.0;80.66;2489
697;2020-10-19;15588.0;143.17;2495
698;2020-10-19;15589.0;79.22;2494
699;2020-10-19;15598.0;184.44;2493
700;2020-10-19;15606.0;107.61;2495
701;2020-10-19;15607.0;68.78;2489
702;2020-10-19;15611.0;128.49;2491
703;2020-10-19;15612.0;134.40;2495
704;2020-10-19;15614.0;391.65;2492
705;2020-10-19;15615.0;114.36;2493
706;2020-10-19;7000008.0;75.64;2495
707;2020-10-19;7000011.0;116.16;2493
708;2020-10-19;7000013.0;131.13;2496
709;2020-10-19;7000029.0;147.45;2490
710;2020-10-19;7000030.0;43.51;2489
711;2020-10-19;7000031.0;176.64;2491
712;2020-10-19;7000032.0;320.93;2492
713;2020-10-19;7000038.0;58.94;2493
714;2020-10-19;7000041.0;206.69;2492
715;2020-10-19;7000042.0;264.96;2491
716;2020-10-19;7000052.0;176.64;2491
717;2020-10-19;7000053.0;135.69;2489
718;2020-10-19;7000054.0;204.83;2496
719;2020-10-19;7000056.0;134.90;2495
720;2020-10-19;7000059.0;94.81;2494
721;2020-10-19;7000063.0;176.64;2491
722;2020-10-19;7000065.0;122.41;2490
723;2020-10-19;7000066.0;126.11;2490
724;2020-10-19;7000067.0;118.25;2496
725;2020-10-19;7000069.0;38.95;2491
726;2020-10-20;1.0;771.43;2496
727;2020-10-20;2001.0;201.63;2495
