;Name;Demand;D
0;20201010;267.0;543.0532000000001
1;20201017;819.0;3412.6846000000005
2;20201021;1160.5;5244.675400000002
3;20201026;1839.5;11664.7716
4;20201031;375.0;789.2825999999999
5;20201107;333.5;555.132
6;20201109;1746.5;12011.221999999994
7;20201121;226.5;1010.1621
