instance;Del;Order;Cust;Driver;Load;ArrDock;FinDock;ArrDel;Waiting;StartDel;FinDel;ELT;LTW;Cap;rank;Prev;TravelToDock;Dock;TravelToDel;Next;Depot
20201003;131;9;8;27;12;558.628;566.628;613.705;1.13687e-13;613.705;637.705;420;2020;12;100000;127;35.5517;216;37.0767;220;0
20201003;132;9;8;28;12;599.628;607.628;654.705;-17;654.705;678.705;420;2020;12;100000;128;35.5517;217;37.0767;221;0
20201003;133;9;8;21;8;625.59;630.923;678;0.705;678.705;694.705;420;2020;8;100000;42;0;218;37.0767;43;0
20201003;134;9;8;26;12;659.257;667.257;714.333;-19.6283;714.333;738.333;420;2020;12;100000;130;35.5517;219;37.0767;223;0
20201003;135;9;8;27;12;683.257;691.257;738.333;0;738.333;762.333;420;2020;12;100000;131;35.5517;220;37.0767;224;0
20201003;136;9;8;28;12;724.257;732.257;779.333;-17;779.333;803.333;420;2020;12;100000;132;35.5517;221;37.0767;225;0
20201003;137;9;8;25;8;750.59;755.923;803;0.333333;803.333;819.333;420;2020;8;100000;106;38.68;222;37.0767;51;0
20201003;138;9;8;26;12;783.885;791.885;838.962;-19.6283;838.962;862.962;420;2020;12;100000;134;35.5517;223;37.0767;265;0
20201003;139;9;8;27;12;807.885;815.885;862.962;0;862.962;886.962;420;2020;12;100000;135;35.5517;224;37.0767;55;0
20201003;140;9;8;28;12;848.885;856.885;903.962;-17;903.962;927.962;420;2020;12;100000;136;35.5517;225;37.0767;57;0
20201003;141;9;8;24;8;874.59;879.923;927;0.961667;927.962;943.962;420;2020;8;100000;101;38.68;226;37.0767;49;0
20201003;142;9;8;23;8;890.59;895.923;943;0.961667;943.962;959.962;420;2020;8;100000;100;38.68;227;37.0767;47;0
20201003;143;9;8;17;8;906.59;911.923;959;0.961667;959.962;975.962;420;2020;8;100000;175;26.2433;228;37.0767;35;0
20201003;144;9;8;15;8;922.59;927.923;975;0.961667;975.962;991.962;420;2020;8;100000;176;26.2433;229;37.0767;31;0
20201003;145;9;8;16;2.5;942.257;943.923;991;0.961667;991.962;996.962;420;2020;8;100000;174;26.2433;230;37.0767;33;0
20201003;152;10;9;6;1;427.403;428.403;445;0;445;447;445;2045;8;100000;12;0;237;6.59667;246;2
20201003;153;11;9;13;3;916.832;919.403;936;0.664762;936.665;942.665;445;2045;8;100000;177;5.31833;238;6.59667;27;2
20201003;154;12;9;7;8;430;436.857;453.454;-6.45381;453.454;469.454;445;2045;8;100000;14;0;239;6.59667;194;2
20201003;155;12;9;8;8;445.546;452.403;469;0.45381;469.454;485.454;445;2045;8;100000;16;0;240;6.59667;195;2
20201003;156;12;9;9;3;465.832;468.403;485;0.45381;485.454;491.454;445;2045;8;100000;18;0;241;6.59667;197;2
20201003;157;13;9;10;8;470;476.857;493.454;-2;493.454;509.454;445;2045;8;100000;20;0;242;6.59667;196;2
20201003;158;13;9;11;8;485.546;492.403;509;0.45381;509.454;525.454;445;2045;8;100000;22;0;243;6.59667;200;2
20201003;159;13;9;12;8;501.546;508.403;525;0.45381;525.454;541.454;445;2045;8;100000;24;0;244;6.59667;199;2
20201003;160;13;9;13;8;517.546;524.403;541;0.45381;541.454;557.454;445;2045;8;100000;26;0;245;6.59667;198;2
20201003;161;13;9;6;8;533.546;540.403;557;0.45381;557.454;573.454;445;2045;8;100000;152;5.31833;246;6.59667;201;2
20201003;162;13;9;14;8;560;566.857;583.454;-10;583.454;599.454;445;2045;8;100000;28;0;247;6.59667;203;2
20201003;163;13;9;16;8;589.057;595.914;612.51;-13.0567;612.51;628.51;445;2045;8;100000;32;0;248;6.59667;202;2
20201003;164;13;9;15;8;605.057;611.914;628.51;0;628.51;644.51;445;2045;8;100000;30;0;249;6.59667;205;2
20201003;165;13;9;17;8;621.057;627.914;644.51;0;644.51;660.51;445;2045;8;100000;34;0;250;6.59667;204;2
20201003;166;13;9;7;8;637.057;643.914;660.51;0;660.51;676.51;445;2045;8;100000;109;0.943333;251;6.59667;15;2
20201003;167;13;9;8;8;653.057;659.914;676.51;0;676.51;692.51;445;2045;8;100000;110;0.943333;252;6.59667;17;2
20201003;168;13;9;10;8;669.057;675.914;692.51;0;692.51;708.51;445;2045;8;100000;111;0.943333;253;6.59667;21;2
20201003;169;13;9;9;8;685.057;691.914;708.51;0;708.51;724.51;445;2045;8;100000;112;0.943333;254;6.59667;207;2
20201003;170;13;9;13;8;701.057;707.914;724.51;0;724.51;740.51;445;2045;8;100000;113;0.943333;255;6.59667;206;2
20201003;171;13;9;12;8;717.057;723.914;740.51;0;740.51;756.51;445;2045;8;100000;114;0.943333;256;6.59667;25;2
20201003;172;13;9;11;8;733.057;739.914;756.51;0;756.51;772.51;445;2045;8;100000;115;0.943333;257;6.59667;23;2
20201003;173;13;9;6;8;749.057;755.914;772.51;0;772.51;788.51;445;2045;8;100000;116;0.943333;258;6.59667;13;2
20201003;174;13;9;16;8;765.057;771.914;788.51;0;788.51;804.51;445;2045;8;100000;117;0.943333;259;6.59667;230;2
20201003;175;13;9;17;8;797.057;803.914;820.51;-16;820.51;836.51;445;2045;8;100000;119;0.943333;260;6.59667;228;2
20201003;176;13;9;15;8;813.057;819.914;836.51;0;836.51;852.51;445;2045;8;100000;120;0.943333;261;6.59667;229;2
20201003;177;13;9;13;8;828.546;835.403;852;0.510476;852.51;868.51;445;2045;8;100000;121;0.943333;262;6.59667;238;2
20201003;178;13;9;9;8;844.546;851.403;868;0.510476;868.51;884.51;445;2045;8;100000;122;0.943333;263;6.59667;19;2
20201003;179;13;9;14;8;860.546;867.403;884;0.510476;884.51;900.51;445;2045;8;100000;123;0.943333;264;6.59667;29;2
20201003;180;13;9;26;10;891.497;900.068;916.665;-16.1543;916.665;936.665;445;2045;12;100000;138;18.535;265;6.59667;53;2
