instance;Del;Order;Cust;Driver;Load;ArrDock;FinDock;ArrDel;Waiting;StartDel;FinDel;ELT;LTW;Cap;rank;Prev;TravelToDock;Dock;TravelToDel;Next;Depot
20201031;48;0;0;8;2;714.669;716.383;750;0;750;754;750;814;8;100000;76;5.57167;97;23.6167;137;1
20201031;49;1;1;1;8;565.517;571.034;591.089;8.91052;600;616;600;696;8;100000;57;23.4233;98;10.055;103;0
20201031;50;1;1;0;8;596.782;602.299;622.354;-6.35391;622.354;638.354;600;696;8;100000;56;23.4233;99;10.055;1;0
20201031;51;1;1;3;2;634.566;635.945;656;-17.6461;656;660;600;696;8;100000;59;23.4233;100;10.055;7;0
20201031;52;2;2;7;7;605.954;610.782;642;0.735575;642.736;656.736;480;722;8;100000;64;22.105;101;21.2183;129;0
20201031;53;3;2;2;5;621.333;624.782;656;0.735575;656.736;666.736;480;722;8;100000;58;23.4233;102;21.2183;5;0
20201031;54;3;2;1;8;647.92;653.437;684.656;-17.92;684.656;700.656;480;722;8;100000;49;10.92;103;21.2183;119;0
20201031;55;3;2;10;8;663.264;668.782;700;0.655575;700.656;716.656;480;722;8;100000;73;22.105;104;21.2183;136;0
20201031;56;4;2;0;8;443.264;448.782;480;0;480;496;480;722;8;100000;0;0;105;21.2183;99;0
20201031;57;4;2;1;8;460;465.517;496.736;-0.735575;496.736;512.736;480;722;8;100000;2;0;106;21.2183;98;0
20201031;58;4;2;2;8;495;500.517;531.736;-19;531.736;547.736;480;722;8;100000;4;0;107;21.2183;102;0
20201031;59;4;2;3;8;515;520.517;551.736;-4;551.736;567.736;480;722;8;100000;6;0;108;21.2183;100;0
20201031;60;4;2;4;8;530.264;535.782;567;0.735575;567.736;583.736;480;722;8;100000;8;0;109;21.2183;9;0
20201031;61;4;2;5;8;560;565.517;596.736;-13;596.736;612.736;480;722;8;100000;10;0;110;21.2183;11;0
20201031;62;4;2;6;8;575.264;580.782;612;0.735575;612.736;628.736;480;722;8;100000;12;0;111;21.2183;13;0
20201031;63;4;2;9;7;591.954;596.782;628;0.735575;628.736;642.736;480;722;8;100000;66;22.105;112;21.2183;127;0
20201031;64;5;3;7;8;396.638;403.495;420;0;420;436;420;1008;8;100000;14;0;113;6.505;101;1
20201031;65;5;3;8;8;412.638;419.495;436;0;436;452;420;1008;8;100000;16;0;114;6.505;125;1
20201031;66;5;3;9;8;428.638;435.495;452;0;452;468;420;1008;8;100000;18;0;115;6.505;112;1
20201031;67;5;3;10;8;444.638;451.495;468;0;468;484;420;1008;8;100000;20;0;116;6.505;122;1
