instance;Del;Order;Cust;Driver;Load;ArrDock;FinDock;ArrDel;Waiting;StartDel;FinDel;ELT;LTW;Cap;rank;Prev;TravelToDock;Dock;TravelToDel;Next;Depot
20201031;68;6;3;11;8;460.638;467.495;484;0;484;500;420;1008;8;100000;22;0;117;6.505;124;1
20201031;69;6;3;12;8;476.638;483.495;500;0;500;516;420;1008;8;100000;24;0;118;6.505;123;1
20201031;70;6;3;1;8;963.638;970.495;987;-3.63786;987;1003;420;1008;8;100000;54;5.75667;119;6.505;3;1
20201031;71;6;3;13;8;525;531.857;548.362;-32.3621;548.362;564.362;420;1008;8;100000;26;0;120;6.505;126;1
20201031;72;6;3;14;8;560;566.857;583.362;-19;583.362;599.362;420;1008;8;100000;28;0;121;6.505;128;1
20201031;73;6;3;10;8;575.638;582.495;599;0.362143;599.362;615.362;420;1008;8;100000;67;5.57167;122;6.505;104;1
20201031;74;6;3;12;8;591.638;598.495;615;0.362143;615.362;631.362;420;1008;8;100000;69;5.57167;123;6.505;131;1
20201031;75;6;3;11;8;607.638;614.495;631;0.362143;631.362;647.362;420;1008;8;100000;68;5.57167;124;6.505;134;1
20201031;76;6;3;8;8;623.638;630.495;647;0.362143;647.362;663.362;420;1008;8;100000;65;5.57167;125;6.505;97;1
20201031;77;6;3;13;8;639.638;646.495;663;0.362143;663.362;679.362;420;1008;8;100000;71;5.57167;126;6.505;130;1
20201031;78;6;3;9;8;655.638;662.495;679;0.362143;679.362;695.362;420;1008;8;100000;63;5.75667;127;6.505;19;1
20201031;79;6;3;14;8;671.638;678.495;695;0.362143;695.362;711.362;420;1008;8;100000;72;5.57167;128;6.505;132;1
20201031;80;6;3;7;8;687.638;694.495;711;0.362143;711.362;727.362;420;1008;8;100000;52;5.75667;129;6.505;133;1
20201031;81;6;3;13;8;703.638;710.495;727;0.362143;727.362;743.362;420;1008;8;100000;77;5.57167;130;6.505;135;1
20201031;82;6;3;12;8;719.638;726.495;743;0.362143;743.362;759.362;420;1008;8;100000;74;5.57167;131;6.505;138;1
20201031;83;6;3;14;8;735.638;742.495;759;0.362143;759.362;775.362;420;1008;8;100000;79;5.57167;132;6.505;140;1
20201031;84;6;3;7;8;751.638;758.495;775;0.362143;775.362;791.362;420;1008;8;100000;80;5.57167;133;6.505;15;1
20201031;85;6;3;11;8;767.638;774.495;791;0.362143;791.362;807.362;420;1008;8;100000;75;5.57167;134;6.505;141;1
20201031;86;6;3;13;8;783.638;790.495;807;0.362143;807.362;823.362;420;1008;8;100000;81;5.57167;135;6.505;139;1
20201031;87;6;3;10;8;799.638;806.495;823;0.362143;823.362;839.362;420;1008;8;100000;55;5.75667;136;6.505;21;1
20201031;88;6;3;8;8;815.638;822.495;839;0.362143;839.362;855.362;420;1008;8;100000;48;21.6067;137;6.505;17;1
20201031;89;6;3;12;8;831.638;838.495;855;0.362143;855.362;871.362;420;1008;8;100000;82;5.57167;138;6.505;142;1
20201031;90;6;3;13;8;847.638;854.495;871;0.362143;871.362;887.362;420;1008;8;100000;86;5.57167;139;6.505;143;1
20201031;91;6;3;14;8;863.638;870.495;887;0.362143;887.362;903.362;420;1008;8;100000;83;5.57167;140;6.505;144;1
20201031;92;6;3;11;8;879.638;886.495;903;0.362143;903.362;919.362;420;1008;8;100000;85;5.57167;141;6.505;145;1
20201031;93;6;3;12;8;895.638;902.495;919;0.362143;919.362;935.362;420;1008;8;100000;89;5.57167;142;6.505;25;1
20201031;94;6;3;13;8;911.638;918.495;935;0.362143;935.362;951.362;420;1008;8;100000;90;5.57167;143;6.505;27;1
20201031;95;6;3;14;8;927.638;934.495;951;0.362143;951.362;967.362;420;1008;8;100000;91;5.57167;144;6.505;29;1
20201031;96;6;3;11;8;943.638;950.495;967;0.362143;967.362;983.362;420;1008;8;100000;92;5.57167;145;6.505;23;1
