Date;Heure;Probleme;Name;satisfiedCost;undeliveredCost;travelCost;distanceCost;firstDeliveryCost;maxfirstDelivery;clientWaitingCost;driverUsed;underWorkCost;overTimeCost;Depot;runtime;MAX_OVERTIME;INTRA_ORDER_DELIVERY;INTER_ORDER_DELIVERY;FIRST_DEL_MAX_ARRIVA;LOCAL_SEARCH;TIME_LIMIT
2023-8-12;23:56:2;cq;20201031;375;0;1017.65;704.599;0;0;12;15;240.704;380.307;2;308215;120;20;25;60;1;0300000
2023-8-12;23:56:9;cq;20201010;267;0;745.097;523.463;0;0;0;13;0;0;1;315452;120;20;25;60;1;0300000
2023-8-12;23:56:13;cq;20201107;333.5;0;753.263;471.468;0;0;0;18;374.317;0;2;318801;120;20;25;60;1;0300000
2023-8-12;23:56:27;cq;20201128;776;0;2347.85;1740.38;0;0;0;29;963.683;722.349;3;333114;120;20;25;60;1;0300000
2023-8-12;23:56:27;cq;20201021;1160.5;0;5856.68;5344.15;0;0;0;72;3255.82;793.466;6;333584;120;20;25;60;1;0300000
2023-8-12;23:56:30;cq;20201121;226.5;0;1243.55;958.349;1.79929;1;0;13;89.0857;3.50167;1;335663;120;20;25;60;1;0300000
2023-8-12;23:56:44;cq;20201003;613.5;0;3620.81;3630.85;28.5117;13.175;0;28;326.312;934.898;3;349383;120;20;25;60;1;0300000
2023-8-12;23:56:52;cq;20201013;1565;0;9295.76;8726.37;32.6228;16.2367;0;97;3895.2;693.343;8;357890;120;20;25;60;1;0300000
2023-8-12;23:59:19;cq;20201007;2512.5;0;15693.2;14565.4;29.2229;10.9239;0;127;1316.82;1949.17;8;308259;120;20;25;60;1;0300000
2023-8-12;23:59:20;cq;20201026;1839.5;0;14300.5;13612.6;45.2307;17.6583;19;114;1876.19;703.825;8;309303;120;20;25;60;1;0300000
2023-8-12;23:59:22;cq;20201109;1746.5;0;14045.8;12888.7;87.6101;20.9483;13;94;1642.48;1376.43;7;311313;120;20;25;60;1;0300000
2023-8-12;23:59:23;cq;20201020;2669;4;17895.2;17193.4;583.528;59.9583;0;134;1647.45;1865.2;8;310160;120;20;25;60;1;0300000
2023-8-12;23:59:42;cq;20201125;2413.5;11.5;20645.2;19256.3;662.519;54.9617;0;135;1937.52;1425.15;7;331381;120;20;25;60;1;0300000
2023-8-12;23:59:42;cq;20201002;2893.5;0;18094.3;16787.4;295.101;47.351;0;131;1064.85;1400.92;8;330710;120;20;25;60;1;0300000
2023-8-12;23:59:45;cq;20201024;937.5;0;4253.96;3948.44;0;0;0;35;295.168;1480.58;3;530880;120;20;25;60;1;0300000
2023-8-12;23:59:46;cq;20201124;2685.5;0;17910.9;16133.5;568.997;46.9733;0;127;1290.18;2841.59;8;332683;120;20;25;60;1;0300000
2023-8-12;23:59:57;cq;20201130;2327.5;0;14953.4;13446.9;122.744;40.0692;0;117;1644.48;1506.11;6;345724;120;20;25;60;1;0300000
2023-8-12;23:59:57;cq;20201123;2562;33;19063.4;17733.3;503.804;51.8075;0;126;1265.28;2464.63;7;346870;120;20;25;60;1;0300000
2023-8-13;0:0:13;cq;20201016;2060;0;13359.9;12630.9;114.182;32.1746;0;113;1937.33;461.212;8;304725;120;20;25;60;1;0300000
2023-8-13;0:2:43;cq;20201009;3229;0;19840.7;18343.1;210.877;37.7333;0;129;1363.12;2662.28;8;319570;120;20;25;60;1;0300000
2023-8-13;0:2:45;cq;20201110;3457;42.5;22995.5;21173.9;930.36;59.31;0;142;681.625;3680.26;8;318812;120;20;25;60;1;0300000
2023-8-13;0:2:53;cq;20201014;3471;0;21720.2;20569.7;308.336;34.3817;0;137;549.828;3284.2;8;326313;120;20;25;60;1;0300000
2023-8-13;0:2:55;cq;20201111;3437.5;0;25006.1;23388.6;183.51;29.775;0;143;1427.52;4055.18;8;328718;120;20;25;60;1;0300000
2023-8-13;0:2:59;cq;20201120;3380;21.5;22866.1;20642;1242.83;58.0475;0;140;827.859;2464.6;8;332695;120;20;25;60;1;0300000
2023-8-13;0:3:1;cq;20201126;2939.5;31.5;22476;21069.2;1057.37;59.825;0;133;904.804;2163.37;7;337142;120;20;25;60;1;0300000
2023-8-13;0:3:2;cq;20201102;3078.5;0;23973.8;23016.6;172.43;44.4367;0;132;255.116;3978.42;8;338121;120;20;25;60;1;0300000
2023-8-13;0:3:6;cq;20201030;3513;0;21005.2;19281.5;825.432;59.0383;0;147;2389.51;3485.98;8;341674;120;20;25;60;1;0300000
2023-8-13;0:3:20;cq;20201106;3308.5;42;23321.8;21976.9;1174.66;55.7733;0;141;1020.05;2727.66;8;356690;120;20;25;60;1;0300000
2023-8-13;0:3:31;cq;20201116;2930.5;9;22685;20997.2;713.267;57.8717;0;137;473.688;3506.27;7;367323;120;20;25;60;1;0300000
2023-8-13;0:5:49;cq;20201029;3946.5;0;24657.4;22755.8;889.273;57.1049;0;149;955.68;4345.78;8;307616;120;20;25;60;1;0300000
2023-8-13;0:5:54;cq;20201104;3898;55.5;26852.9;25429;1177.32;58.6033;0;148;340.795;2837.13;8;311414;120;20;25;60;1;0300000
2023-8-13;0:6:30;cq;20201113;3670.5;0;23772;22337.9;640.015;55.0167;0;144;996.504;4675.15;8;349913;120;20;25;60;1;0300000
2023-8-13;0:6:34;cq;20201112;3684.5;0;22354;20948.7;806.674;59.2849;0;142;771.699;4659.35;8;353156;120;20;25;60;1;0300000
2023-8-13;0:6:48;cq;20201118;3541;0;21474.3;19976.2;829.95;56.4595;0;139;689.82;3519.55;8;366220;120;20;25;60;1;0300000
2023-8-13;0:10:46;cq;20201031;375;0;1015.38;703.456;0;0;0;15;115.762;151.677;2;603627;120;20;25;60;1;0600000
2023-8-13;0:10:55;cq;20201107;333.5;0;753.263;471.468;0;0;0;18;587.421;0;2;612173;120;20;25;60;1;0600000
2023-8-13;0:10:57;cq;20201010;267;0;745.097;523.463;0;0;0;13;0;0;1;614055;120;20;25;60;1;0600000
2023-8-13;0:11:4;cq;20201121;226.5;0;1243.55;958.349;0;0;0;13;34.0621;0;1;621389;120;20;25;60;1;0600000
2023-8-13;0:11:12;cq;20201006;3739.5;0;25516.7;24052.2;1059.66;59.755;0;137;598.764;6143.36;8;630927;120;20;25;60;1;0300000
2023-8-13;0:13:57;cq;20201128;776;0;2338.71;1732.36;0;0;0;29;858.87;646.662;3;603942;120;20;25;60;1;0600000
2023-8-13;0:14:2;cq;20201016;2060;0;13820.7;13079.8;96.0568;30.92;0;109;2661.58;1002.42;8;607294;120;20;25;60;1;0600000
2023-8-13;0:14:4;cq;20201013;1565;0;9069.61;8492.33;31.885;24.4367;0;97;3632.6;794.328;8;606850;120;20;25;60;1;0600000
2023-8-13;0:14:4;cq;20201003;613.5;0;3521.62;3558.79;13.8583;12.41;0;28;354.84;437.375;3;610006;120;20;25;60;1;0600000
2023-8-13;0:14:5;cq;20201026;1839.5;0;13588.2;12886.9;46.9044;28.1827;0;113;2596.81;665.793;8;610193;120;20;25;60;1;0600000
2023-8-13;0:14:5;cq;20201109;1746.5;0;14144.4;13046.7;64.2291;16.1727;0;94;1533.89;1294.99;7;608409;120;20;25;60;1;0600000
2023-8-13;0:14:17;cq;20201114;388;0;1741.44;1413.29;0;0;0;19;158.63;159.733;2;621379;120;20;25;60;1;0600000
2023-8-13;0:14:21;cq;20201130;2327.5;0;15818;14159.6;167.052;52.7121;0;117;1076.15;778.031;6;625384;120;20;25;60;1;0600000
2023-8-13;0:14:21;cq;20201021;1160.5;0;6712.05;6209.36;5;3;0;69;2067.22;718.219;6;625207;120;20;25;60;1;0600000
2023-8-13;0:15:27;cq;20201024;937.5;0;4240.17;3941.69;0;0;0;35;234.516;1544.28;3;690629;120;20;25;60;1;0600000
2023-8-13;0:17:4;cq;20201031;375;0;1018.78;705.171;0;0;0;15;320.307;194.973;2;304058;120;20;25;60;1;0300000
2023-8-13;0:17:4;cq;20201126;2879.5;91.5;21753.9;20431.3;1050.88;58.9098;0;133;853.643;2016.72;7;304131;120;20;25;60;1;0300000
2023-8-13;0:17:4;cq;20201109;1746.5;0;14037.8;12953;16.1415;7;22;93;834.493;1378.39;7;304977;120;20;25;60;1;0300000
2023-8-13;0:17:5;cq;20201104;3935.5;18;25311.1;23809;847.477;54.44;0;148;576.393;3901.67;8;304752;120;20;25;60;1;0300000
2023-8-13;0:17:6;cq;20201026;1839.5;0;14493.3;13769.6;68.411;40.2854;0;113;2731.6;930.735;8;304591;120;20;25;60;1;0300000
2023-8-13;0:17:6;cq;20201002;2893.5;0;16726;15539.5;349.384;59.2436;0;131;2254.4;1522.62;8;305634;120;20;25;60;1;0300000
2023-8-13;0:17:6;cq;20201128;776;0;2433.35;1818.16;0;0;5;30;804.775;641.267;3;306959;120;20;25;60;1;0300000
2023-8-13;0:17:6;cq;20201107;333.5;0;753.263;471.468;0;0;0;18;308.684;0;2;306104;120;20;25;60;1;0300000
2023-8-13;0:17:7;cq;20201126;2939.5;31.5;22421.8;21196.2;954.025;59.5676;0;133;692.467;1667.17;7;307352;120;20;25;60;1;0300000
2023-8-13;0:17:7;cq;20201009;3229;0;18304.2;16691;563.155;56.75;0;129;1610.82;3084.16;8;307817;120;20;25;60;1;0300000
2023-8-13;0:17:8;cq;20201110;3499.5;0;23844.9;22115.4;1070.42;55.0767;0;142;821.391;4218.27;8;308334;120;20;25;60;1;0300000
2023-8-13;0:17:8;cq;20201010;267;0;745.097;523.463;0;0;0;13;130.703;0;1;307241;120;20;25;60;1;0300000
2023-8-13;0:17:8;cq;20201113;3670.5;0;25032.1;23666.8;854.303;59.135;0;144;363.526;3631.96;8;308062;120;20;25;60;1;0300000
2023-8-13;0:17:8;cq;20201121;226.5;0;1243.55;958.349;2;2;0;13;68.5507;0;1;304569;120;20;25;60;1;0300000
2023-8-13;0:17:8;cq;20201031;375;0;1016.51;704.028;0;0;31;15;325.001;285.579;2;307478;120;20;25;60;1;0300000
2023-8-13;0:17:9;cq;20201010;267;0;745.097;523.463;0;0;0;13;86.6967;0;1;308726;120;20;25;60;1;0300000
2023-8-13;0:17:9;cq;20201120;3387;14.5;23491.8;21484;1007.39;54.5217;0;140;558.474;2931.29;8;308791;120;20;25;60;1;0300000
2023-8-13;0:17:9;cq;20201016;2060;0;13059.8;12249;161.566;34.2878;0;110;2551.25;418.552;8;308560;120;20;25;60;1;0300000
2023-8-13;0:17:9;cq;20201109;1746.5;0;13847.5;12767.7;51.6382;13.5915;28;93;2041.27;1300.52;7;308801;120;20;25;60;1;0300000
2023-8-13;0:17:10;cq;20201002;2893.5;0;18554.1;17346.5;255.882;49.2436;0;130;941.39;1616.84;8;307331;120;20;25;60;1;0300000
2023-8-13;0:17:10;cq;20201106;3308.5;42;22063.9;20905.9;1152.07;50.7283;0;141;1588.14;2584.16;8;310053;120;20;25;60;1;0300000
2023-8-13;0:17:10;cq;20201109;1746.5;0;14062.8;13086.3;34.7666;12.3967;17;94;1524.32;1504.82;7;309353;120;20;25;60;1;0300000
2023-8-13;0:17:11;cq;20201107;333.5;0;753.263;471.468;0;0;10;18;256.239;0;2;311425;120;20;25;60;1;0300000
2023-8-13;0:17:12;cq;20201026;1839.5;0;13824.7;13065.9;82.2933;36.335;0;113;1769.5;782.811;8;310946;120;20;25;60;1;0300000
2023-8-13;0:17:13;cq;20201130;2327.5;0;15191.6;13655.3;138.279;28.8433;0;117;1773.6;1479.04;6;308437;120;20;25;60;1;0300000
2023-8-13;0:17:13;cq;20201125;2413;12;18629.3;17372.6;611.056;57.75;0;136;2208.14;1603.01;7;313090;120;20;25;60;1;0300000
2023-8-13;0:17:14;cq;20201128;776;0;2373.38;1760.26;0;0;0;29;966.363;662.662;3;311642;120;20;25;60;1;0300000
2023-8-13;0:17:13;cq;20201010;267;0;745.097;523.463;0;0;0;13;151.294;0;1;313408;120;20;25;60;1;0300000
2023-8-13;0:17:14;cq;20201102;3078.5;0;23101.1;22081.2;206.8;37.24;0;132;399.465;3280.89;8;307370;120;20;25;60;1;0300000
2023-8-13;0:17:14;cq;20201021;1160.5;0;6211.86;5664.84;14.4583;8.675;0;66;3407.59;1367.36;6;313848;120;20;25;60;1;0300000
2023-8-13;0:17:14;cq;20201121;226.5;0;1243.55;958.349;0;0;0;13;58.3029;18.5017;1;311351;120;20;25;60;1;0300000
2023-8-13;0:17:14;cq;20201102;3078.5;0;23899.6;22913;144.493;31.2367;0;132;318.325;4451.79;8;310567;120;20;25;60;1;0300000
2023-8-13;0:17:15;cq;20201120;3369.5;32;24257;22188.7;1083.62;58.6833;0;140;803.548;3195.18;8;311993;120;20;25;60;1;0300000
2023-8-13;0:17:15;cq;20201031;375;0;1022.18;706.885;0;0;12;15;265.578;160.973;2;314012;120;20;25;60;1;0300000
2023-8-13;0:17:17;cq;20201002;2893.5;0;19529.4;18369.1;234.953;52.2367;0;131;656.001;2238.04;8;612891;120;20;25;60;1;0600000
2023-8-13;0:17:18;cq;20201123;2587;8;20467;19029.2;746.604;59.1042;0;126;1121.25;2048.44;7;612208;120;20;25;60;1;0600000
2023-8-13;0:17:18;cq;20201124;2672.5;13;17774.4;16022.6;469.841;54.5117;0;126;1528.2;3067.12;8;318555;120;20;25;60;1;0300000
2023-8-13;0:17:18;cq;20201123;2595;0;19380.4;18009.8;269.106;57.8055;0;127;1368.1;2945.37;7;317230;120;20;25;60;1;0300000
2023-8-13;0:17:19;cq;20201110;3476;23.5;21510;19702.2;788.116;59.7683;0;142;1189.81;4287.56;8;311291;120;20;25;60;1;0300000
2023-8-13;0:17:19;cq;20201021;1160.5;0;6601.68;6144.41;23.48;13;12;66;3025.6;558.772;6;319259;120;20;25;60;1;0300000
2023-8-13;0:17:20;cq;20201016;2060;0;12109;11309;100.921;46.3125;1;112;3077.79;1244.19;8;316801;120;20;25;60;1;0300000
2023-8-13;0:17:20;cq;20201029;3906.5;40;24775.4;22793.5;1094.46;57.7541;0;150;550.923;4503.47;8;319431;120;20;25;60;1;0300000
2023-8-13;0:17:20;cq;20201102;3078.5;0;23841.2;22990.6;177.098;47.0317;0;132;287.322;3942.25;8;611290;120;20;25;60;1;0600000
2023-8-13;0:17:21;cq;20201013;1565;0;9161.37;8593.82;34.1483;24.4367;9;89;4549.37;851.375;8;320612;120;20;25;60;1;0300000
2023-8-13;0:17:21;cq;20201107;333.5;0;753.263;471.468;0;0;19;17;423.637;0;2;320333;120;20;25;60;1;0300000
2023-8-13;0:17:22;cq;20201006;3730.5;9;25333.2;23853.2;1078.47;58.1193;0;137;721.956;5547.22;8;312984;120;20;25;60;1;0300000
2023-8-13;0:17:23;cq;20201120;3393.5;8;23109.5;21058.3;1150.28;57.35;0;139;1328.26;3108.25;8;321652;120;20;25;60;1;0300000
2023-8-13;0:17:24;cq;20201029;3946.5;0;26765.2;24797.9;895;58.7133;0;150;840.731;5290.27;8;324057;120;20;25;60;1;0300000
2023-8-13;0:17:27;cq;20201125;2411.5;13.5;18125.9;16806;603.275;56.6898;0;135;2087.97;1899.64;7;326679;120;20;25;60;1;0300000
2023-8-13;0:17:28;cq;20201111;3437.5;0;26403.3;24773.1;324.539;47.4783;0;143;492.323;3855.61;8;328244;120;20;25;60;1;0300000
2023-8-13;0:17:30;cq;20201102;3078.5;0;23279.4;22319.1;211.112;36.9009;0;132;395.001;4046.81;8;325649;120;20;25;60;1;0300000
2023-8-13;0:17:30;cq;20201030;3513;0;22534.2;20737.9;1150.87;59.4367;0;148;1848.4;3249.22;8;330106;120;20;25;60;1;0300000
2023-8-13;0:17:30;cq;20201026;1839.5;0;14051;13392.9;60.9194;48.1827;0;114;2133.13;607.038;8;330196;120;20;25;60;1;0300000
2023-8-13;0:17:31;cq;20201014;3471;0;20960.1;19829.2;431.499;58.8733;0;137;1005.93;3460.88;8;329563;120;20;25;60;1;0300000
2023-8-13;0:17:31;cq;20201009;3229;0;19907.4;18320;322.007;57.6867;0;129;756.357;3443.9;8;329291;120;20;25;60;1;0300000
2023-8-13;0:17:31;cq;20201112;3653.5;31;23876.9;22348;729.331;59.9443;0;142;566.794;3519.02;8;327461;120;20;25;60;1;0300000
2023-8-13;0:17:31;cq;20201118;3504;37;21300.2;19859.4;804.691;57.5917;0;139;1070.25;2479.98;8;331115;120;20;25;60;1;0300000
2023-8-13;0:17:32;cq;20201116;2939.5;0;22202;20547;594.065;52.5388;0;136;896.726;2932.73;7;331895;120;20;25;60;1;0300000
2023-8-13;0:17:32;cq;20201021;1160.5;0;6384.27;5869.63;5;4;26;67;3224.53;924.292;6;331494;120;20;25;60;1;0300000
2023-8-13;0:17:33;cq;20201020;2641;32;16742.9;16067.6;359.662;54.6121;0;130;2863.14;2104.76;8;627374;120;20;25;60;1;0600000
2023-8-13;0:17:33;cq;20201121;226.5;0;1243.55;958.349;0;0;0;13;161.227;0;1;329242;120;20;25;60;1;0300000
2023-8-13;0:17:33;cq;20201125;2417.5;7.5;18219.5;16926.1;829.209;56.2717;0;135;1848.92;1259.46;7;328947;120;20;25;60;1;0300000
2023-8-13;0:17:34;cq;20201009;3229;0;20895;19339.5;146.472;36.6633;0;128;726.787;3275.36;8;331757;120;20;25;60;1;0300000
2023-8-13;0:17:34;cq;20201104;3883.5;70;24387.7;22894;1145.88;54.9575;0;148;1066.79;2731.32;8;332740;120;20;25;60;1;0300000
2023-8-13;0:17:34;cq;20201113;3670.5;0;26115.8;24623.6;1002.11;58.2655;0;144;275.467;3517.28;8;332034;120;20;25;60;1;0300000
2023-8-13;0:17:34;cq;20201126;2899.5;71.5;23024.6;21621.8;1036.39;57.865;0;133;535.816;2142.77;7;625426;120;20;25;60;1;0600000
2023-8-13;0:17:35;cq;20201104;3935.5;18;26827.6;25320.2;1199.32;59.5688;0;148;349.781;3133.45;8;333755;120;20;25;60;1;0300000
2023-8-13;0:17:36;cq;20201130;2327.5;0;15111;13538.1;159.275;31.8617;0;116;1579.35;1223;6;332604;120;20;25;60;1;0300000
2023-8-13;0:17:36;cq;20201013;1565;0;9100.88;8483.24;33.3456;24.4367;0;99;3438.51;787.93;8;331499;120;20;25;60;1;0300000
2023-8-13;0:17:37;cq;20201014;3471;0;23136.8;21967.8;202.113;29.2211;0;137;297.935;4887.51;8;331008;120;20;25;60;1;0300000
2023-8-13;0:17:38;cq;20201125;2425;0;18935.4;17656.7;475.442;59.261;0;135;1538.35;2660.16;7;633527;120;20;25;60;1;0600000
2023-8-13;0:17:39;cq;20201009;3229;0;20920.1;19492.4;337.394;50.23;0;129;218.804;3516.66;8;631551;120;20;25;60;1;0600000
2023-8-13;0:17:39;cq;20201130;2327.5;0;16178.6;14615.4;213.048;38.2227;11;116;910.445;1118.56;6;335452;120;20;25;60;1;0300000
2023-8-13;0:17:39;cq;20201030;3498;15;22670.1;20925.5;1329.95;59.4367;0;148;1513.37;2537.27;8;337293;120;20;25;60;1;0300000
2023-8-13;0:17:42;cq;20201024;937.5;0;4333.18;3917.09;0;0;0;35;85.35;861.081;3;342264;120;20;25;60;1;0300000
2023-8-13;0:17:42;cq;20201124;2677.5;8;17244.4;15500.9;597.71;56.859;0;128;1673.57;1893.54;8;340567;120;20;25;60;1;0300000
2023-8-13;0:17:44;cq;20201111;3437.5;0;25130.8;23558.2;422.463;57.7661;0;143;1990.23;4391.4;8;341502;120;20;25;60;1;0300000
2023-8-13;0:17:45;cq;20201013;1565;0;8531.42;7937.39;33.8494;24.4367;11;100;3722.62;341.217;8;337772;120;20;25;60;1;0300000
2023-8-13;0:17:46;cq;20201006;3739.5;0;23731.9;22139.2;981.223;59.6528;0;137;1031.68;5616.86;8;342877;120;20;25;60;1;0300000
2023-8-13;0:17:46;cq;20201007;2512.5;0;15879.9;14635.3;18.7883;10;28;125;1905.72;978.051;8;640516;120;20;25;60;1;0600000
2023-8-13;0:17:46;cq;20201030;3478;35;20275.2;18556.8;936.246;57.395;0;148;2542.65;2888.71;8;344489;120;20;25;60;1;0300000
2023-8-13;0:17:50;cq;20201106;3308.5;42;20849.9;19495.2;1306.12;59.223;0;141;1504.11;2168.67;8;347802;120;20;25;60;1;0300000
2023-8-13;0:17:50;cq;20201126;2939.5;31.5;21917.6;20665.2;827.496;55.4376;0;133;1047.17;2873.29;7;347533;120;20;25;60;1;0300000
2023-8-13;0:17:50;cq;20201124;2685.5;0;17104.9;15402;231.716;51.7917;0;128;1585.82;2511.65;8;349796;120;20;25;60;1;0300000
2023-8-13;0:17:52;cq;20201123;2595;0;18877.9;17496.6;322.066;47.845;0;127;2045.05;2794.87;7;349144;120;20;25;60;1;0300000
2023-8-13;0:17:52;cq;20201111;3437.5;0;26930.7;25359.5;256.595;47.1533;0;143;639.506;3717.56;8;347799;120;20;25;60;1;0300000
2023-8-13;0:17:54;cq;20201118;3541;0;23600;22003.5;1016.53;59.1845;0;139;218.532;3489.42;8;354505;120;20;25;60;1;0300000
2023-8-13;0:17:54;cq;20201128;776;0;2419.23;1812.38;0;0;0;30;846.643;590.936;3;352104;120;20;25;60;1;0300000
2023-8-13;0:17:55;cq;20201106;3308.5;42;21221.5;19861.4;1301.33;59.223;0;138;1342.55;1783.57;8;353179;120;20;25;60;1;0300000
2023-8-13;0:17:57;cq;20201124;2685.5;0;16749.9;15048.8;409.46;55.3298;0;128;1125.53;2403.09;8;651512;120;20;25;60;1;0600000
2023-8-13;0:17:58;cq;20201113;3670.5;0;26721.5;25432.2;754.222;57.2917;0;143;280.541;3396.81;8;356496;120;20;25;60;1;0300000
2023-8-13;0:17:59;cq;20201123;2587;8;19887.7;18469.2;694.445;59.685;0;128;836.435;2469.76;7;358034;120;20;25;60;1;0300000
