Date;Heure;Probleme;Name;satisfiedCost;undeliveredCost;travelCost;distanceCost;firstDeliveryCost;maxfirstDelivery;clientWaitingCost;driverUsed;underWorkCost;overTimeCost;Depot;runtime;MAX_OVERTIME;INTRA_ORDER_DELIVERY;INTER_ORDER_DELIVERY;FIRST_DEL_MAX_ARRIVAL;LOCAL_SEARCH
2023-8-9;1:44:13;cq;20201009;3229;0;19152.2;17615.3;342.305;56.75;0;129;637.635;2710.87;8;3009463;120;20;25;60;0
2023-8-9;1:44:50;cq;20201114;388;0;1742.19;1419.96;8.02667;7.87024;0;19;281.769;0;2;646552;120;20;25;60;0
2023-8-9;1:45:32;cq;20201031;375;0;1015.38;703.456;0;0;0;15;97.4039;0;2;937145;120;20;25;60;0
2023-8-9;1:45:38;cq;20201015;3983;198;25104;23292.4;1053.1;59.775;0;140;314.842;4834.23;8;3007144;120;20;25;60;0
2023-8-9;1:45:38;cq;20201014;3471;0;22632.5;21453.2;739.071;42.8267;0;137;400.479;4994.14;8;3007520;120;20;25;60;0
2023-8-9;1:45:48;cq;20201016;2060;0;11685.2;10862.2;323.548;46.3125;0;107;3538.26;765.772;8;3008093;120;20;25;60;0
2023-8-9;1:46:28;cq;20201017;297;522;1268.09;999.706;0;0;0;18;2335.49;174.053;2;3003242;120;20;25;60;0
2023-8-9;1:47:37;cq;20201024;937.5;0;4788.1;4456.98;0;0;0;35;91.22;868.715;3;3005957;120;20;25;60;0
2023-8-9;1:47:40;cq;20201023;3701;117;22755.9;21140.2;1225.33;59.0833;0;145;1625.26;3531.31;8;3008149;120;20;25;60;0
2023-8-9;1:47:40;cq;20201020;2659;14;17065.2;16372.9;780.307;59.4371;0;131;2083.1;2532.12;8;3009398;120;20;25;60;0
2023-8-9;1:47:40;cq;20201022;3369.5;67.5;25568;24458.8;1043.8;53.5617;0;147;1382.6;3173.58;8;3009560;120;20;25;60;0
2023-8-9;1:47:55;cq;20201026;1839.5;0;13121.2;12347.6;97.8987;30.5817;0;116;2941.95;592.494;8;3021838;120;20;25;60;0
2023-8-9;1:47:57;cq;20201019;3005.5;4;19980.4;18720.6;656.515;49.1267;0;137;1521.86;2537.86;8;3024232;120;20;25;60;0
2023-8-9;1:48:2;cq;20201029;3931.5;15;27662.9;25780.1;1828.61;59.1739;0;150;295.373;4885.24;8;3028995;120;20;25;60;0
2023-8-9;1:48:5;cq;20201027;3577;20;23443.1;22110.3;954.885;56.4931;0;152;1583;5157.91;8;3031308;120;20;25;60;0
2023-8-9;1:48:20;cq;20201028;2995;97.5;21848.2;20567.1;1208.95;59.1957;0;146;1706.74;2921;7;3030311;120;20;25;60;0
2023-8-9;1:51:10;cq;20201010;267;0;745.097;523.463;0;0;0;13;0;0;1;550802;120;20;25;60;0
2023-8-9;1:51:32;cq;20201106;3326.5;24;23434.8;22176.4;1922.55;59.155;0;141;839.807;3023.86;8;3006460;120;20;25;60;0
2023-8-9;1:51:33;cq;20201030;3478;35;19736.8;18085.9;1317.81;59.6683;0;149;3236.96;2087.65;8;3007297;120;20;25;60;0
2023-8-9;1:51:34;cq;20201105;3663;417;23092.7;21610.9;1240.55;58.1815;0;146;1861.32;3746.68;8;3008319;120;20;25;60;0
2023-8-9;1:51:35;cq;20201109;1746.5;0;13943.7;12797.4;148.91;36.9067;0;94;1784.5;1022.71;7;3009247;120;20;25;60;0
2023-8-9;1:51:35;cq;20201104;3919;34.5;25878;24575;1539.29;57.8378;0;148;814.295;4124.34;8;3009566;120;20;25;60;0
2023-8-9;1:51:50;cq;20201102;3078.5;0;22155.8;21058.8;433.951;57.6674;0;132;542.705;2713.85;8;3023672;120;20;25;60;0
2023-8-9;1:51:53;cq;20201110;3499.5;0;22334.2;20637.1;1317.4;59.0317;0;142;1035.69;5337.99;8;3026855;120;20;25;60;0
2023-8-9;1:51:53;cq;20201103;3961;81.5;23655.4;22184.7;1056.4;58.6517;0;144;1095.28;3814.18;8;3026865;120;20;25;60;0
2023-8-9;1:54:24;cq;20201003;613.5;0;4032.84;4076.85;49.445;22.1267;0;29;69.4767;78.2614;3;975401;120;20;25;60;0
2023-8-9;1:54:24;cq;20201021;1160.5;0;6203.04;5696.05;55.487;17.5617;0;69;2858.66;243.797;6;2430196;120;20;25;60;0
2023-8-9;1:55:28;cq;20201111;3437.5;0;24494;22968.7;892.844;52.9233;0;143;1767;3253.44;8;3027132;120;20;25;60;0
2023-8-9;1:55:34;cq;20201119;3296;151.5;20788;19220.1;1039.39;57.3226;0;141;1101.48;2510.14;8;3005238;120;20;25;60;0
2023-8-9;1:55:35;cq;20201123;2595;0;19268.5;17874.2;566.369;45.4;0;128;1246.56;3260.74;7;3005809;120;20;25;60;0
2023-8-9;1:55:36;cq;20201116;2897;42.5;23275.4;21768.7;1346.99;58.3333;0;137;1170.27;3273.39;7;3007036;120;20;25;60;0
2023-8-9;1:55:36;cq;20201113;3670.5;0;25888.4;24502;1771.2;58.5909;0;144;478.316;3180.84;8;3007677;120;20;25;60;0
2023-8-9;1:55:37;cq;20201120;3310.5;91;23275.3;21403.1;1370.92;59.6458;0;140;1409.34;2453.87;8;3007963;120;20;25;60;0
2023-8-9;1:55:39;cq;20201112;3684.5;0;25592.5;24236.8;1378.11;56.9413;0;142;403.298;4770.05;8;3010536;120;20;25;60;0
2023-8-9;1:55:51;cq;20201118;3541;0;21523.7;19983.1;1043.15;56.4433;0;139;857.604;4781.27;8;3022353;120;20;25;60;0
2023-8-9;1:55:55;cq;20201117;3197.5;91;21977;20669.9;1223.32;57.0083;0;140;1095.18;3394.72;7;3025476;120;20;25;60;0
2023-8-9;1:59:5;cq;20201107;333.5;0;753.263;471.468;0;0;0;18;129.857;0;2;569668;120;20;25;60;0
2023-8-9;1:59:16;cq;20201124;2685.5;0;19317;17778.8;1024.54;53.0883;0;126;1057.61;3480.44;8;3004902;120;20;25;60;0
2023-8-9;1:59:34;cq;20201127;2546;583.5;17577.1;16131.1;704.707;52.1588;0;137;1278.69;3172.22;7;3004014;120;20;25;60;0
2023-8-9;1:59:34;cq;20201128;776;0;2720.08;2056.82;0;0;0;31;355.995;602.837;3;3004117;120;20;25;60;0
2023-8-9;1:59:35;cq;20201008;4145.5;157;24260.5;22583.6;825.33;58.8633;0;141;681.951;5335.1;8;3005295;120;20;25;60;0
2023-8-9;1:59:36;cq;20201006;3603.5;136;22792.5;21313.5;890.739;58.9238;0;137;1185.54;5098.92;8;3006704;120;20;25;60;0
2023-8-9;1:59:36;cq;20201130;2327.5;0;15654;14203.2;413.313;47.876;0;117;1417.56;1794.59;6;3006778;120;20;25;60;0
2023-8-9;1:59:36;cq;20201005;3172;28;22590.6;21371.7;687.001;54.54;0;116;77.2667;4962.16;8;3006707;120;20;25;60;0
2023-8-9;1:59:36;cq;20201001;3085;89;18885.3;17744.6;940.871;53.9522;0;129;1446.5;3321.7;7;3006681;120;20;25;60;0
2023-8-9;1:59:37;cq;20201007;2512.5;0;14403.6;13249.1;39.7402;15.3233;0;127;2576.86;1225.3;8;3007430;120;20;25;60;0
2023-8-9;1:59:37;cq;20201126;2939.5;31.5;22085.6;20860.3;1118.2;58.7532;0;133;804.328;2797;7;3006417;120;20;25;60;0
2023-8-9;1:59:40;cq;20201125;2425;0;18382.4;17135.8;911.772;56.6898;0;137;2079.38;2963.31;7;3007961;120;20;25;60;0
2023-8-9;1:59:41;cq;20201002;2893.5;0;17587.8;16344;820.146;52.6389;0;131;2200.61;1466.71;8;3011050;120;20;25;60;0
2023-8-9;1:59:47;cq;20201114;388;0;1735.08;1412.65;8.02667;7.87024;0;19;248.769;0;2;612834;120;20;25;60;0
2023-8-9;2:0:23;cq;20201014;3471;0;22699.8;21507.5;755.922;58.5533;0;137;131.918;5094.52;8;3007599;120;20;25;60;0
2023-8-9;2:0:23;cq;20201009;3229;0;18209.8;16672.8;490.129;52.745;0;129;1551.42;3009.52;8;3007666;120;20;25;60;0
2023-8-9;2:0:24;cq;20201013;1565;0;9130.26;8566.74;47.6846;16.2367;0;98;3614.41;245.172;8;3008256;120;20;25;60;0
2023-8-9;2:1:19;cq;20201031;375;0;1013.11;702.313;0;0;0;15;115.588;0;2;930658;120;20;25;60;0
2023-8-9;2:2:18;cq;20201015;3983;198;24998;23172.4;1057.37;59.775;0;140;445.667;4787.23;8;3020660;120;20;25;60;0
2023-8-9;2:2:24;cq;20201121;226.5;0;1243.55;958.349;6.1319;6.1319;0;13;0;0;1;529109;120;20;25;60;0
2023-8-9;2:3:27;cq;20201016;2060;0;11727.7;10971.6;331.201;58.9217;0;110;2673.18;550.293;8;3008833;120;20;25;60;0
2023-8-9;2:3:36;cq;20201017;297;522;1268.09;999.706;0;0;0;18;2215.25;174.053;2;3003094;120;20;25;60;0
2023-8-9;2:3:40;cq;20201020;2673;0;19493.1;18831.7;397.02;56.1883;0;134;1312.47;2088.85;8;3006846;120;20;25;60;0
2023-8-9;2:3:41;cq;20201027;3577;20;23433.5;22095.2;886.417;54.7733;0;153;1630.03;5968.6;8;3006908;120;20;25;60;0
2023-8-9;2:3:45;cq;20201023;3701;117;22744.5;21162.7;967.185;49.2433;0;145;2061.39;4854.12;8;3011775;120;20;25;60;0
2023-8-9;2:3:46;cq;20201022;3369.5;67.5;24975.3;23865.7;1146.43;58.2972;0;147;1635.44;3917.33;8;3013462;120;20;25;60;0
2023-8-9;2:3:51;cq;20201029;3946.5;0;26934.5;25111.4;1882.88;59.1739;0;150;268.209;4806.77;8;3007124;120;20;25;60;0
2023-8-9;2:3:55;cq;20201026;1839.5;0;12889;12086.2;81.0226;26.2267;0;116;2717.97;704.191;8;3021439;120;20;25;60;0
2023-8-9;2:3:56;cq;20201028;3044;48.5;22371.5;21069.2;1080.1;57.2267;0;146;1540.84;2802.06;7;3022204;120;20;25;60;0
2023-8-9;2:3:58;cq;20201019;3005.5;4;19569.4;18326.3;613.355;59.9783;0;132;2325.88;3234.48;8;3024388;120;20;25;60;0
2023-8-9;2:4:7;cq;20201024;937.5;0;4133.89;3696.33;0.993333;0.993333;0;30;1029.69;1096.4;3;3022255;120;20;25;60;0
2023-8-9;2:4:9;cq;20201030;3478;35;22126.9;20442.5;1207.83;56.6146;0;149;1545.72;2705.17;8;3007155;120;20;25;60;0
2023-8-9;2:5:32;cq;20201021;1160.5;0;6080.36;5617.69;56.4359;17.5617;0;69;3063.26;497.937;6;2381713;120;20;25;60;0
2023-8-9;2:6:17;cq;20201102;3078.5;0;22789.9;21723.4;583.66;41.2867;0;132;450.937;4268.91;8;3024858;120;20;25;60;0
2023-8-9;2:6:40;cq;20201103;3961;81.5;24017.1;22592.2;1222.49;58.6517;0;144;804.292;4497.32;8;3005282;120;20;25;60;0
2023-8-9;2:6:40;cq;20201010;267;0;745.097;523.463;0;0;0;13;0;0;1;553207;120;20;25;60;0
2023-8-9;2:7:38;cq;20201110;3499.5;0;21590.3;19831.5;1255.07;59.0317;0;142;1389.64;4711.18;8;3006638;120;20;25;60;0
2023-8-9;2:7:40;cq;20201109;1746.5;0;14096.3;13027.3;155.444;39.7233;0;94;1551.86;1221.52;7;3008002;120;20;25;60;0
2023-8-9;2:7:41;cq;20201111;3437.5;0;24424.9;22753.6;899.58;57.6498;0;143;2140.89;3266.86;8;3007522;120;20;25;60;0
2023-8-9;2:7:41;cq;20201113;3670.5;0;24289.1;23023.8;1342.43;58.5945;0;144;843.682;4890.39;8;3006605;120;20;25;60;0
2023-8-9;2:7:41;cq;20201104;3919;34.5;25770.1;24404.9;1238.5;57.8033;0;148;707.449;4508.48;8;3007730;120;20;25;60;0
2023-8-9;2:7:41;cq;20201105;3663;417;23477.5;22032.1;1197.62;56.9418;0;146;1726.34;3985.66;8;3009097;120;20;25;60;0
2023-8-9;2:7:41;cq;20201112;3684.5;0;25473.4;24058.4;1300.22;57.29;0;142;381.198;4871.44;8;3008121;120;20;25;60;0
2023-8-9;2:7:42;cq;20201106;3326.5;24;23288.8;22064.5;1502.72;59.975;0;140;899.979;3098.26;8;3010614;120;20;25;60;0
2023-8-9;2:8:11;cq;20201116;2906;33.5;23785;22185.3;1505.35;57.9761;0;137;668.475;4031.88;7;3006584;120;20;25;60;0
2023-8-9;2:8:11;cq;20201117;3247.5;41;21989.6;20543.7;1256.11;57.9383;0;140;1004.92;3626.6;7;3006477;120;20;25;60;0
2023-8-9;2:8:49;cq;20201118;3521.5;19.5;21732.7;20177.8;1088.83;58.06;0;139;572.448;4317.9;8;3006557;120;20;25;60;0
2023-8-9;2:9:44;cq;20201119;3289.5;158;20909.4;19417.9;1042.24;54.7917;0;141;534.157;2625.25;8;3006713;120;20;25;60;0
2023-8-9;2:9:51;cq;20201120;3312;89.5;23573.5;21544.1;1440.32;53.7523;0;140;1105.34;2714.86;8;3005838;120;20;25;60;0
2023-8-9;2:10:15;cq;20201123;2595;0;19160.8;17884.9;666.588;57.1717;0;128;1597.05;3235.9;7;3006374;120;20;25;60;0
2023-8-9;2:10:16;cq;20201124;2672.5;13;16681.8;15036.6;880.517;56.4731;0;128;1752.57;1986.37;8;3004815;120;20;25;60;0
2023-8-9;2:11:46;cq;20201128;776;0;2731.18;2047.38;0;0;0;31;403.608;549.122;3;3004177;120;20;25;60;0
2023-8-9;2:11:48;cq;20201125;2412.5;12.5;18095.3;16864.9;834.441;57.4167;0;137;1992.22;2059.65;7;3004738;120;20;25;60;0
2023-8-9;2:11:48;cq;20201002;2893.5;0;19896.5;18685;801.444;58.3957;0;131;851.228;2216.63;8;3007122;120;20;25;60;0
2023-8-9;2:11:49;cq;20201130;2327.5;0;15410.8;13937.9;169.515;51.4367;0;117;1662.27;943.26;6;3006132;120;20;25;60;0
