Date;Heure;Probleme;Name;satisfiedCost;undeliveredCost;travelCost;distanceCost;firstDeliveryCost;clientWaitingCost;driverUsed;underWorkCost;overTimeCost;Depot;runtime
2023-8-1;2:56:5;cq;20201014;3471;0;21825.3;20532.8;126.114;0;142;0;30374.3;8;5686240
2023-8-1;3:5:12;cq;20201118;3541;0;20897.2;19230;188.664;0;141;0;27792.8;8;7919982
2023-8-1;3:6:23;cq;20201120;3401.5;0;22521.5;20256.5;3.68599;0;144;0;31780.1;8;7989329
2023-8-1;3:9:16;cq;20201106;3350.5;0;21285.1;19868.2;13.6153;0;142;180;23580.7;8;6296874
2023-8-1;3:27:6;cq;20201023;3837.5;0;23689.5;22000.6;44.9148;0;144;180;40013.8;8;7432158
2023-8-1;3:27:21;cq;20201111;3437.5;0;23287.4;21404.9;44.131;0;142;360;27646.1;8;8421269
2023-8-1;3:29:30;cq;20201110;3499.5;0;21071.2;19233;227.954;0;146;0;26200.8;8;8267223
2023-8-1;4:11:17;cq;20201010;267;0;745.097;523.463;0;0;13;0;2121.59;1;6615
2023-8-1;4:16:24;cq;20201010;267;0;745.097;523.463;0;0;13;0;1460.87;1;9571
2023-8-1;4:18:2;cq;20201010;267;0;745.097;523.463;6.78048;0;13;0;1092.64;1;1174
2023-8-1;4:18:30;cq;20201010;267;0;745.097;523.463;0;0;13;0;816.537;1;1381
2023-8-1;4:20:4;cq;20201010;267;0;745.097;523.463;50.3164;0;7;1080;870.622;1;1403
2023-8-1;4:21:2;cq;20201010;267;0;745.097;523.463;40.6021;0;6;1260;939.109;1;1397
2023-8-1;4:21:38;cq;20201010;267;0;745.097;523.463;44.5333;0;7;1080;712.597;1;1441
2023-8-1;4:21:47;cq;20201010;267;0;745.097;523.463;2.83643;0;8;900;733.608;1;1366
2023-8-1;4:24:3;cq;20201010;267;0;745.097;523.463;13.6236;0;7;1080;684.939;1;13934
2023-8-1;4:25:9;cq;20201010;267;0;745.097;523.463;0;0;13;0;811.225;1;26243
2023-8-1;4:25:34;cq;20201010;267;0;745.097;523.463;0;0;13;0;811.225;1;1381
2023-8-1;4:26:10;cq;20201010;267;0;745.097;523.463;0;0;13;0;722.05;1;1467
2023-8-1;4:27:11;cq;20201010;267;0;745.097;523.463;0;0;13;0;1024.28;1;33509
2023-8-1;4:27:49;cq;20201010;267;0;745.097;523.463;0;0;13;0;574.877;1;1477
2023-8-1;4:28:7;cq;20201010;267;0;745.097;523.463;0;0;13;0;590.537;1;1368
2023-8-1;4:28:15;cq;20201010;267;0;745.097;523.463;0;0;13;0;626.792;1;1375
2023-8-1;4:28:23;cq;20201010;267;0;745.097;523.463;0;0;13;0;620.708;1;1407
2023-8-1;4:30:43;cq;20201010;267;0;745.097;523.463;0;0;13;0;592.02;1;1395
2023-8-1;4:30:49;cq;20201010;267;0;745.097;523.463;0;0;13;0;587.68;1;1352
2023-8-1;4:31:0;cq;20201010;267;0;745.097;523.463;0;0;13;0;646.792;1;1355
2023-8-1;4:33:41;cq;20201010;267;0;745.097;523.463;0;0;13;0;815.447;1;1455
2023-8-1;4:34:24;cq;20201010;267;0;745.097;523.463;0;0;13;0;570.537;1;1397
2023-8-1;4:35:42;cq;20201010;267;0;745.097;523.463;0;0;13;0;576.251;1;1394
2023-8-1;4:35:54;cq;20201010;267;0;745.097;523.463;0;0;13;0;592.02;1;1368
2023-8-1;4:36:9;cq;20201010;267;0;745.097;523.463;0;0;13;0;570.537;1;3809
2023-8-1;4:36:53;cq;20201010;267;0;745.097;523.463;0;0;13;0;565.936;1;3707
2023-8-1;4:38:20;cq;20201121;226.5;0;1243.55;958.349;6.1319;0;13;0;130.936;1;4866
2023-8-1;4:38:51;cq;20201121;226.5;0;1243.55;958.349;6.1319;0;13;0;130.936;1;4976
2023-8-1;4:39:25;cq;20201121;226.5;0;1243.55;958.349;0.934286;0;13;0;268.224;1;21679
2023-8-1;4:40:35;cq;20201121;226.5;0;1243.55;958.349;2.61048;0;13;0;248.47;1;21680
2023-8-1;4:46:47;cq;20201104;3953.5;0;25775.4;24136.6;156.23;0;153;0;25650.2;8;312846
2023-8-1;4:58:5;cq;20201010;267;0;745.097;523.463;0;0;13;0;672.367;1;6904
2023-8-1;5:16:19;cq;20201008;4302.5;0;24436.7;22398;451.556;0;142;180;38670;8;409398
